Node Number	X Location (m)	Y Location (m)	Z Location (m)	Normal Stress (Pa)
1	0.	-0.05	0.	2.4994e+08
2	0.	-0.05	0.025	2.4975e+08
3	0.	-0.05	0.05	2.5160e+08
4	0.	-0.05	0.075	2.5219e+08
5	0.	-0.05	0.1	2.5350e+08
6	0.	-0.025	0.	3.4555e+08
7	0.	-0.025	0.025	3.4566e+08
8	0.	-0.025	0.05	3.4109e+08
9	0.	-0.025	0.075	3.4392e+08
10	0.	-0.025	0.1	3.4287e+08
11	0.	0.	0.	4.2917e+08
12	0.	0.	0.025	4.2711e+08
13	0.	0.	0.05	4.3237e+08
14	0.	0.	0.075	4.2812e+08
15	0.	0.	0.1	4.2979e+08
16	0.	0.025	0.	5.1986e+08
17	0.	0.025	0.025	5.2269e+08
18	0.	0.025	0.05	5.2601e+08
19	0.	0.025	0.075	5.2204e+08
20	0.	0.025	0.1	5.2031e+08
21	0.	0.05	0.	6.0440e+08
22	0.	0.05	0.025	6.1368e+08
23	0.	0.05	0.05	6.1210e+08
24	0.	0.05	0.075	6.0998e+08
25	0.	0.05	0.1	6.1628e+08
26	0.025	-0.05	0.	2.5467e+08
27	0.025	-0.05	0.025	2.5545e+08
28	0.025	-0.05	0.05	2.5612e+08
29	0.025	-0.05	0.075	2.5563e+08
30	0.025	-0.05	0.1	2.5735e+08
31	0.025	-0.025	0.	3.4521e+08
32	0.025	-0.025	0.025	3.4642e+08
33	0.025	-0.025	0.05	3.4529e+08
34	0.025	-0.025	0.075	3.4401e+08
35	0.025	-0.025	0.1	3.4355e+08
36	0.025	0.	0.	4.3318e+08
37	0.025	0.	0.025	4.3151e+08
38	0.025	0.	0.05	4.3212e+08
39	0.025	0.	0.075	4.3332e+08
40	0.025	0.	0.1	4.3236e+08
41	0.025	0.025	0.	5.2071e+08
42	0.025	0.025	0.025	5.1728e+08
43	0.025	0.025	0.05	5.2396e+08
44	0.025	0.025	0.075	5.1630e+08
45	0.025	0.025	0.1	5.2112e+08
46	0.025	0.05	0.	6.0573e+08
47	0.025	0.05	0.025	6.1145e+08
48	0.025	0.05	0.05	6.1072e+08
49	0.025	0.05	0.075	6.0749e+08
50	0.025	0.05	0.1	6.1317e+08
51	0.05	-0.05	0.	2.6071e+08
52	0.05	-0.05	0.025	2.6238e+08
53	0.05	-0.05	0.05	2.5986e+08
54	0.05	-0.05	0.075	2.6163e+08
55	0.05	-0.05	0.1	2.5954e+08
56	0.05	-0.025	0.	3.4654e+08
57	0.05	-0.025	0.025	3.4639e+08
58	0.05	-0.025	0.05	3.4833e+08
59	0.05	-0.025	0.075	3.4511e+08
60	0.05	-0.025	0.1	3.5289e+08
61	0.05	0.	0.	4.2842e+08
62	0.05	0.	0.025	4.3260e+08
63	0.05	0.	0.05	4.3275e+08
64	0.05	0.	0.075	4.3339e+08
65	0.05	0.	0.1	4.3066e+08
66	0.05	0.025	0.	5.1825e+08
67	0.05	0.025	0.025	5.1575e+08
68	0.05	0.025	0.05	5.2332e+08
69	0.05	0.025	0.075	5.1553e+08
70	0.05	0.025	0.1	5.1704e+08
71	0.05	0.05	0.	6.0060e+08
72	0.05	0.05	0.025	6.0010e+08
73	0.05	0.05	0.05	5.9793e+08
74	0.05	0.05	0.075	6.0543e+08
75	0.05	0.05	0.1	6.0057e+08
76	0.075	-0.05	0.	2.6423e+08
77	0.075	-0.05	0.025	2.6397e+08
78	0.075	-0.05	0.05	2.6598e+08
79	0.075	-0.05	0.075	2.6553e+08
80	0.075	-0.05	0.1	2.6554e+08
81	0.075	-0.025	0.	3.4716e+08
82	0.075	-0.025	0.025	3.4966e+08
83	0.075	-0.025	0.05	3.4736e+08
84	0.075	-0.025	0.075	3.4890e+08
85	0.075	-0.025	0.1	3.4846e+08
86	0.075	0.	0.	4.2762e+08
87	0.075	0.	0.025	4.3726e+08
88	0.075	0.	0.05	4.3349e+08
89	0.075	0.	0.075	4.3247e+08
90	0.075	0.	0.1	4.3288e+08
91	0.075	0.025	0.	5.2159e+08
92	0.075	0.025	0.025	5.1876e+08
93	0.075	0.025	0.05	5.1633e+08
94	0.075	0.025	0.075	5.1306e+08
95	0.075	0.025	0.1	5.1355e+08
96	0.075	0.05	0.	5.9202e+08
97	0.075	0.05	0.025	5.9718e+08
98	0.075	0.05	0.05	6.0088e+08
99	0.075	0.05	0.075	6.0078e+08
100	0.075	0.05	0.1	6.0071e+08
101	0.1	-0.05	0.	2.6917e+08
102	0.1	-0.05	0.025	2.7089e+08
103	0.1	-0.05	0.05	2.7134e+08
104	0.1	-0.05	0.075	2.6639e+08
105	0.1	-0.05	0.1	2.7049e+08
106	0.1	-0.025	0.	3.5538e+08
107	0.1	-0.025	0.025	3.5039e+08
108	0.1	-0.025	0.05	3.4569e+08
109	0.1	-0.025	0.075	3.4929e+08
110	0.1	-0.025	0.1	3.4718e+08
111	0.1	0.	0.	4.3036e+08
112	0.1	0.	0.025	4.2883e+08
113	0.1	0.	0.05	4.3441e+08
114	0.1	0.	0.075	4.3402e+08
115	0.1	0.	0.1	4.3289e+08
116	0.1	0.025	0.	5.1677e+08
117	0.1	0.025	0.025	5.1126e+08
118	0.1	0.025	0.05	5.1323e+08
119	0.1	0.025	0.075	5.1975e+08
120	0.1	0.025	0.1	5.1480e+08
121	0.1	0.05	0.	5.9608e+08
122	0.1	0.05	0.025	5.9126e+08
123	0.1	0.05	0.05	5.9252e+08
124	0.1	0.05	0.075	5.9043e+08
125	0.1	0.05	0.1	5.9999e+08
126	0.125	-0.05	0.	2.7193e+08
127	0.125	-0.05	0.025	2.7601e+08
128	0.125	-0.05	0.05	2.7546e+08
129	0.125	-0.05	0.075	2.7186e+08
130	0.125	-0.05	0.1	2.7638e+08
131	0.125	-0.025	0.	3.5270e+08
132	0.125	-0.025	0.025	3.5045e+08
133	0.125	-0.025	0.05	3.5402e+08
134	0.125	-0.025	0.075	3.5151e+08
135	0.125	-0.025	0.1	3.5282e+08
136	0.125	0.	0.	4.3069e+08
137	0.125	0.	0.025	4.2972e+08
138	0.125	0.	0.05	4.2892e+08
139	0.125	0.	0.075	4.3407e+08
140	0.125	0.	0.1	4.3284e+08
141	0.125	0.025	0.	5.1155e+08
142	0.125	0.025	0.025	5.0963e+08
143	0.125	0.025	0.05	5.1091e+08
144	0.125	0.025	0.075	5.0849e+08
145	0.125	0.025	0.1	5.0844e+08
146	0.125	0.05	0.	5.9555e+08
147	0.125	0.05	0.025	5.9263e+08
148	0.125	0.05	0.05	5.8751e+08
149	0.125	0.05	0.075	5.8421e+08
150	0.125	0.05	0.1	5.8348e+08
151	0.15	-0.05	0.	2.7794e+08
152	0.15	-0.05	0.025	2.7918e+08
153	0.15	-0.05	0.05	2.7920e+08
154	0.15	-0.05	0.075	2.7925e+08
155	0.15	-0.05	0.1	2.7956e+08
156	0.15	-0.025	0.	3.5329e+08
157	0.15	-0.025	0.025	3.5872e+08
158	0.15	-0.025	0.05	3.5508e+08
159	0.15	-0.025	0.075	3.5613e+08
160	0.15	-0.025	0.1	3.5410e+08
161	0.15	0.	0.	4.3281e+08
162	0.15	0.	0.025	4.3738e+08
163	0.15	0.	0.05	4.2944e+08
164	0.15	0.	0.075	4.2911e+08
165	0.15	0.	0.1	4.2976e+08
166	0.15	0.025	0.	5.0748e+08
167	0.15	0.025	0.025	5.0691e+08
168	0.15	0.025	0.05	5.0532e+08
169	0.15	0.025	0.075	5.0835e+08
170	0.15	0.025	0.1	5.1326e+08
171	0.15	0.05	0.	5.8447e+08
172	0.15	0.05	0.025	5.8466e+08
173	0.15	0.05	0.05	5.8620e+08
174	0.15	0.05	0.075	5.8727e+08
175	0.15	0.05	0.1	5.8982e+08
176	0.175	-0.05	0.	2.8391e+08
177	0.175	-0.05	0.025	2.8350e+08
178	0.175	-0.05	0.05	2.8181e+08
179	0.175	-0.05	0.075	2.8476e+08
180	0.175	-0.05	0.1	2.8206e+08
181	0.175	-0.025	0.	3.5587e+08
182	0.175	-0.025	0.025	3.5816e+08
183	0.175	-0.025	0.05	3.6106e+08
184	0.175	-0.025	0.075	3.5931e+08
185	0.175	-0.025	0.1	3.5767e+08
186	0.175	0.	0.	4.2946e+08
187	0.175	0.	0.025	4.3595e+08
188	0.175	0.	0.05	4.3185e+08
189	0.175	0.	0.075	4.3125e+08
190	0.175	0.	0.1	4.3344e+08
191	0.175	0.025	0.	5.0489e+08
192	0.175	0.025	0.025	5.0396e+08
193	0.175	0.025	0.05	5.0425e+08
194	0.175	0.025	0.075	5.0425e+08
195	0.175	0.025	0.1	5.0283e+08
196	0.175	0.05	0.	5.7618e+08
197	0.175	0.05	0.025	5.8389e+08
198	0.175	0.05	0.05	5.8283e+08
199	0.175	0.05	0.075	5.7763e+08
200	0.175	0.05	0.1	5.8359e+08
201	0.2	-0.05	0.	2.8853e+08
202	0.2	-0.05	0.025	2.8744e+08
203	0.2	-0.05	0.05	2.8588e+08
204	0.2	-0.05	0.075	2.8859e+08
205	0.2	-0.05	0.1	2.9122e+08
206	0.2	-0.025	0.	3.6003e+08
207	0.2	-0.025	0.025	3.6216e+08
208	0.2	-0.025	0.05	3.5954e+08
209	0.2	-0.025	0.075	3.6199e+08
210	0.2	-0.025	0.1	3.5968e+08
211	0.2	0.	0.	4.2577e+08
212	0.2	0.	0.025	4.3013e+08
213	0.2	0.	0.05	4.3234e+08
214	0.2	0.	0.075	4.3481e+08
215	0.2	0.	0.1	4.3160e+08
216	0.2	0.025	0.	5.0409e+08
217	0.2	0.025	0.025	5.0222e+08
218	0.2	0.025	0.05	5.0872e+08
219	0.2	0.025	0.075	5.0854e+08
220	0.2	0.025	0.1	5.0196e+08
221	0.2	0.05	0.	5.7076e+08
222	0.2	0.05	0.025	5.6975e+08
223	0.2	0.05	0.05	5.7809e+08
224	0.2	0.05	0.075	5.7647e+08
225	0.2	0.05	0.1	5.7330e+08
226	0.225	-0.05	0.	2.9298e+08
227	0.225	-0.05	0.025	2.9034e+08
228	0.225	-0.05	0.05	2.9390e+08
229	0.225	-0.05	0.075	2.9183e+08
230	0.225	-0.05	0.1	2.9060e+08
231	0.225	-0.025	0.	3.6145e+08
232	0.225	-0.025	0.025	3.6138e+08
233	0.225	-0.025	0.05	3.6304e+08
234	0.225	-0.025	0.075	3.6478e+08
235	0.225	-0.025	0.1	3.6467e+08
236	0.225	0.	0.	4.3241e+08
237	0.225	0.	0.025	4.3151e+08
238	0.225	0.	0.05	4.3053e+08
239	0.225	0.	0.075	4.2742e+08
240	0.225	0.	0.1	4.3195e+08
241	0.225	0.025	0.	4.9919e+08
242	0.225	0.025	0.025	5.0542e+08
243	0.225	0.025	0.05	5.0115e+08
244	0.225	0.025	0.075	5.0400e+08
245	0.225	0.025	0.1	5.0030e+08
246	0.225	0.05	0.	5.6918e+08
247	0.225	0.05	0.025	5.7357e+08
248	0.225	0.05	0.05	5.7245e+08
249	0.225	0.05	0.075	5.7260e+08
250	0.225	0.05	0.1	5.7118e+08
251	0.25	-0.05	0.	2.9841e+08
252	0.25	-0.05	0.025	2.9815e+08
253	0.25	-0.05	0.05	2.9312e+08
254	0.25	-0.05	0.075	2.9654e+08
255	0.25	-0.05	0.1	2.9881e+08
256	0.25	-0.025	0.	3.6227e+08
257	0.25	-0.025	0.025	3.6080e+08
258	0.25	-0.025	0.05	3.6420e+08
259	0.25	-0.025	0.075	3.6564e+08
260	0.25	-0.025	0.1	3.6349e+08
261	0.25	0.	0.	4.3535e+08
262	0.25	0.	0.025	4.3678e+08
263	0.25	0.	0.05	4.2701e+08
264	0.25	0.	0.075	4.3100e+08
265	0.25	0.	0.1	4.2609e+08
266	0.25	0.025	0.	5.0148e+08
267	0.25	0.025	0.025	4.9746e+08
268	0.25	0.025	0.05	4.9807e+08
269	0.25	0.025	0.075	5.0294e+08
270	0.25	0.025	0.1	4.9552e+08
271	0.25	0.05	0.	5.6163e+08
272	0.25	0.05	0.025	5.5925e+08
273	0.25	0.05	0.05	5.7132e+08
274	0.25	0.05	0.075	5.7053e+08
275	0.25	0.05	0.1	5.6600e+08
276	0.275	-0.05	0.	2.9919e+08
277	0.275	-0.05	0.025	3.0301e+08
278	0.275	-0.05	0.05	3.0648e+08
279	0.275	-0.05	0.075	3.0107e+08
280	0.275	-0.05	0.1	2.9932e+08
281	0.275	-0.025	0.	3.6948e+08
282	0.275	-0.025	0.025	3.6426e+08
283	0.275	-0.025	0.05	3.6594e+08
284	0.275	-0.025	0.075	3.6094e+08
285	0.275	-0.025	0.1	3.6608e+08
286	0.275	0.	0.	4.2869e+08
287	0.275	0.	0.025	4.3526e+08
288	0.275	0.	0.05	4.2947e+08
289	0.275	0.	0.075	4.3402e+08
290	0.275	0.	0.1	4.3173e+08
291	0.275	0.025	0.	4.9762e+08
292	0.275	0.025	0.025	4.9881e+08
293	0.275	0.025	0.05	4.9709e+08
294	0.275	0.025	0.075	4.9532e+08
295	0.275	0.025	0.1	4.9483e+08
296	0.275	0.05	0.	5.6422e+08
297	0.275	0.05	0.025	5.5608e+08
298	0.275	0.05	0.05	5.6816e+08
299	0.275	0.05	0.075	5.6294e+08
300	0.275	0.05	0.1	5.6136e+08
301	0.3	-0.05	0.	3.0649e+08
302	0.3	-0.05	0.025	3.0491e+08
303	0.3	-0.05	0.05	3.0567e+08
304	0.3	-0.05	0.075	3.0392e+08
305	0.3	-0.05	0.1	3.0669e+08
306	0.3	-0.025	0.	3.6883e+08
307	0.3	-0.025	0.025	3.6942e+08
