Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
1	0.	-0.05	0.	1.6770e+08
2	0.	-0.05	0.025	1.6942e+08
3	0.	-0.05	0.05	1.6677e+08
4	0.	-0.05	0.075	1.6500e+08
5	0.	-0.05	0.1	1.6685e+08
6	0.	-0.025	0.	2.2847e+08
7	0.	-0.025	0.025	2.2758e+08
8	0.	-0.025	0.05	2.2519e+08
9	0.	-0.025	0.075	2.2989e+08
10	0.	-0.025	0.1	2.2833e+08
11	0.	0.	0.	2.8894e+08
12	0.	0.	0.025	2.8901e+08
13	0.	0.	0.05	2.8505e+08
14	0.	0.	0.075	2.8874e+08
15	0.	0.	0.1	2.9014e+08
16	0.	0.025	0.	3.5120e+08
17	0.	0.025	0.025	3.5003e+08
18	0.	0.025	0.05	3.4945e+08
19	0.	0.025	0.075	3.4318e+08
20	0.	0.025	0.1	3.4798e+08
21	0.	0.05	0.	4.0488e+08
22	0.	0.05	0.025	4.1218e+08
23	0.	0.05	0.05	4.1169e+08
24	0.	0.05	0.075	4.0490e+08
25	0.	0.05	0.1	4.0785e+08
26	0.025	-0.05	0.	1.7134e+08
27	0.025	-0.05	0.025	1.7223e+08
28	0.025	-0.05	0.05	1.6871e+08
29	0.025	-0.05	0.075	1.6798e+08
30	0.025	-0.05	0.1	1.7105e+08
31	0.025	-0.025	0.	2.2488e+08
32	0.025	-0.025	0.025	2.2982e+08
33	0.025	-0.025	0.05	2.3062e+08
34	0.025	-0.025	0.075	2.3180e+08
35	0.025	-0.025	0.1	2.2839e+08
36	0.025	0.	0.	2.8842e+08
37	0.025	0.	0.025	2.8955e+08
38	0.025	0.	0.05	2.8534e+08
39	0.025	0.	0.075	2.9016e+08
40	0.025	0.	0.1	2.8868e+08
41	0.025	0.025	0.	3.4484e+08
42	0.025	0.025	0.025	3.4691e+08
43	0.025	0.025	0.05	3.4614e+08
44	0.025	0.025	0.075	3.4868e+08
45	0.025	0.025	0.1	3.4552e+08
46	0.025	0.05	0.	4.0574e+08
47	0.025	0.05	0.025	4.0299e+08
48	0.025	0.05	0.05	4.0196e+08
