Node Number	X Location (m)	Y Location (m)	Z Location (m)	Normal Stress (Pa)
1	0.	-0.05	0.	8.4285e+07
2	0.	-0.05	0.025	8.4086e+07
3	0.	-0.05	0.05	8.3608e+07
4	0.	-0.05	0.075	8.4933e+07
5	0.	-0.05	0.1	8.3823e+07
6	0.	-0.025	0.	1.1453e+08
7	0.	-0.025	0.025	1.1235e+08
8	0.	-0.025	0.05	1.1487e+08
9	0.	-0.025	0.075	1.1500e+08
10	0.	-0.025	0.1	1.1402e+08
11	0.	0.	0.	1.4448e+08
12	0.	0.	0.025	1.4448e+08
13	0.	0.	0.05	1.4344e+08
14	0.	0.	0.075	1.4447e+08
15	0.	0.	0.1	1.4330e+08
16	0.	0.025	0.	1.7336e+08
17	0.	0.025	0.025	1.7518e+08
18	0.	0.025	0.05	1.7502e+08
19	0.	0.025	0.075	1.7326e+08
20	0.	0.025	0.1	1.7323e+08
21	0.	0.05	0.	2.0321e+08
22	0.	0.05	0.025	2.0490e+08
23	0.	0.05	0.05	2.0278e+08
24	0.	0.05	0.075	2.0444e+08
25	0.	0.05	0.1	2.0491e+08
26	0.025	-0.05	0.	8.5455e+07
27	0.025	-0.05	0.025	8.6018e+07
28	0.025	-0.05	0.05	8.5344e+07
29	0.025	-0.05	0.075	8.5390e+07
30	0.025	-0.05	0.1	8.4999e+07
31	0.025	-0.025	0.	1.1545e+08
32	0.025	-0.025	0.025	1.1422e+08
33	0.025	-0.025	0.05	1.1499e+08
34	0.025	-0.025	0.075	1.1470e+08
35	0.025	-0.025	0.1	1.1403e+08
36	0.025	0.	0.	1.4347e+08
37	0.025	0.	0.025	1.4519e+08
38	0.025	0.	0.05	1.4417e+08
39	0.025	0.	0.075	1.4313e+08
40	0.025	0.	0.1	1.4426e+08
41	0.025	0.025	0.	1.7310e+08
42	0.025	0.025	0.025	1.7684e+08
43	0.025	0.025	0.05	1.7355e+08
44	0.025	0.025	0.075	1.7285e+08
45	0.025	0.025	0.1	1.7473e+08
46	0.025	0.05	0.	2.0026e+08
47	0.025	0.05	0.025	2.0261e+08
48	0.025	0.05	0.05	2.0492e+08
49	0.025	0.05	0.075	2.0236e+08
50	0.025	0.05	0.1	2.0039e+08
51	0.05	-0.05	0.	8.6793e+07
52	0.05	-0.05	0.025	8.7759e+07
53	0.05	-0.05	0.05	8.7196e+07
54	0.05	-0.05	0.075	8.6562e+07
55	0.05	-0.05	0.1	8.6642e+07
56	0.05	-0.025	0.	1.1511e+08
57	0.05	-0.025	0.025	1.1575e+08
58	0.05	-0.025	0.05	1.1643e+08
59	0.05	-0.025	0.075	1.1623e+08
60	0.05	-0.025	0.1	1.1582e+08
61	0.05	0.	0.	1.4285e+08
62	0.05	0.	0.025	1.4285e+08
63	0.05	0.	0.05	1.4446e+08
64	0.05	0.	0.075	1.4284e+08
65	0.05	0.	0.1	1.4381e+08
66	0.05	0.025	0.	1.7281e+08
67	0.05	0.025	0.025	1.7132e+08
68	0.05	0.025	0.05	1.7144e+08
69	0.05	0.025	0.075	1.7240e+08
70	0.05	0.025	0.1	1.7302e+08
71	0.05	0.05	0.	2.0228e+08
72	0.05	0.05	0.025	2.0173e+08
73	0.05	0.05	0.05	2.0109e+08
74	0.05	0.05	0.075	2.0010e+08
75	0.05	0.05	0.1	1.9971e+08
76	0.075	-0.05	0.	8.8229e+07
77	0.075	-0.05	0.025	8.8718e+07
78	0.075	-0.05	0.05	8.8679e+07
79	0.075	-0.05	0.075	8.7385e+07
80	0.075	-0.05	0.1	8.8083e+07
81	0.075	-0.025	0.	1.1709e+08
82	0.075	-0.025	0.025	1.1631e+08
83	0.075	-0.025	0.05	1.1526e+08
84	0.075	-0.025	0.075	1.1789e+08
85	0.075	-0.025	0.1	1.1623e+08
86	0.075	0.	0.	1.4433e+08
87	0.075	0.	0.025	1.4435e+08
88	0.075	0.	0.05	1.4368e+08
89	0.075	0.	0.075	1.4337e+08
90	0.075	0.	0.1	1.4583e+08
91	0.075	0.025	0.	1.7278e+08
92	0.075	0.025	0.025	1.7260e+08
93	0.075	0.025	0.05	1.7234e+08
94	0.075	0.025	0.075	1.7072e+08
95	0.075	0.025	0.1	1.7307e+08
96	0.075	0.05	0.	1.9849e+08
97	0.075	0.05	0.025	1.9984e+08
98	0.075	0.05	0.05	1.9754e+08
99	0.075	0.05	0.075	1.9706e+08
100	0.075	0.05	0.1	1.9988e+08
101	0.1	-0.05	0.	8.9563e+07
102	0.1	-0.05	0.025	8.8926e+07
103	0.1	-0.05	0.05	9.0292e+07
104	0.1	-0.05	0.075	9.1145e+07
105	0.1	-0.05	0.1	9.0750e+07
106	0.1	-0.025	0.	1.1682e+08
107	0.1	-0.025	0.025	1.1701e+08
108	0.1	-0.025	0.05	1.1762e+08
109	0.1	-0.025	0.075	1.1779e+08
110	0.1	-0.025	0.1	1.1676e+08
