Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Deformation (m)
1	0.	-0.05	0.	-0.0000e+00
2	0.	-0.05	0.025	-0.0000e+00
3	0.	-0.05	0.05	-0.0000e+00
4	0.	-0.05	0.075	-0.0000e+00
5	0.	-0.05	0.1	-0.0000e+00
6	0.	-0.025	0.	-0.0000e+00
7	0.	-0.025	0.025	-0.0000e+00
8	0.	-0.025	0.05	-0.0000e+00
9	0.	-0.025	0.075	-0.0000e+00
10	0.	-0.025	0.1	-0.0000e+00
11	0.	0.	0.	-0.0000e+00
12	0.	0.	0.025	-0.0000e+00
13	0.	0.	0.05	-0.0000e+00
14	0.	0.	0.075	-0.0000e+00
15	0.	0.	0.1	-0.0000e+00
16	0.	0.025	0.	-0.0000e+00
17	0.	0.025	0.025	-0.0000e+00
18	0.	0.025	0.05	-0.0000e+00
19	0.	0.025	0.075	-0.0000e+00
20	0.	0.025	0.1	-0.0000e+00
21	0.	0.05	0.	-0.0000e+00
22	0.	0.05	0.025	-0.0000e+00
23	0.	0.05	0.05	-0.0000e+00
24	0.	0.05	0.075	-0.0000e+00
25	0.	0.05	0.1	-0.0000e+00
26	0.025	-0.05	0.	-3.6881e-06
27	0.025	-0.05	0.025	-3.7041e-06
28	0.025	-0.05	0.05	-3.7120e-06
29	0.025	-0.05	0.075	-3.7076e-06
30	0.025	-0.05	0.1	-3.7147e-06
31	0.025	-0.025	0.	-3.7224e-06
32	0.025	-0.025	0.025	-3.7337e-06
33	0.025	-0.025	0.05	-3.6967e-06
34	0.025	-0.025	0.075	-3.7186e-06
35	0.025	-0.025	0.1	-3.7293e-06
36	0.025	0.	0.	-3.7050e-06
37	0.025	0.	0.025	-3.7159e-06
38	0.025	0.	0.05	-3.7257e-06
39	0.025	0.	0.075	-3.7189e-06
40	0.025	0.	0.1	-3.7288e-06
41	0.025	0.025	0.	-3.7202e-06
42	0.025	0.025	0.025	-3.7141e-06
43	0.025	0.025	0.05	-3.7013e-06
44	0.025	0.025	0.075	-3.7224e-06
45	0.025	0.025	0.1	-3.7202e-06
46	0.025	0.05	0.	-3.7040e-06
47	0.025	0.05	0.025	-3.7274e-06
48	0.025	0.05	0.05	-3.7376e-06
49	0.025	0.05	0.075	-3.7089e-06
50	0.025	0.05	0.1	-3.7079e-06
51	0.05	-0.05	0.	-1.4705e-05
52	0.05	-0.05	0.025	-1.4651e-05
53	0.05	-0.05	0.05	-1.4868e-05
54	0.05	-0.05	0.075	-1.4724e-05
55	0.05	-0.05	0.1	-1.4699e-05
56	0.05	-0.025	0.	-1.4684e-05
57	0.05	-0.025	0.025	-1.4727e-05
58	0.05	-0.025	0.05	-1.4709e-05
59	0.05	-0.025	0.075	-1.4835e-05
60	0.05	-0.025	0.1	-1.4676e-05
61	0.05	0.	0.	-1.4659e-05
62	0.05	0.	0.025	-1.4783e-05
63	0.05	0.	0.05	-1.4744e-05
64	0.05	0.	0.075	-1.4737e-05
65	0.05	0.	0.1	-1.4783e-05
66	0.05	0.025	0.	-1.4758e-05
67	0.05	0.025	0.025	-1.4747e-05
68	0.05	0.025	0.05	-1.4667e-05
69	0.05	0.025	0.075	-1.4652e-05
70	0.05	0.025	0.1	-1.4709e-05
71	0.05	0.05	0.	-1.4686e-05
72	0.05	0.05	0.025	-1.4766e-05
73	0.05	0.05	0.05	-1.4644e-05
74	0.05	0.05	0.075	-1.4724e-05
75	0.05	0.05	0.1	-1.4740e-05
76	0.075	-0.05	0.	-3.2901e-05
77	0.075	-0.05	0.025	-3.2959e-05
78	0.075	-0.05	0.05	-3.2863e-05
79	0.075	-0.05	0.075	-3.2818e-05
80	0.075	-0.05	0.1	-3.3070e-05
81	0.075	-0.025	0.	-3.2864e-05
82	0.075	-0.025	0.025	-3.3093e-05
83	0.075	-0.025	0.05	-3.2863e-05
84	0.075	-0.025	0.075	-3.2904e-05
85	0.075	-0.025	0.1	-3.2888e-05
86	0.075	0.	0.	-3.2937e-05
87	0.075	0.	0.025	-3.2851e-05
88	0.075	0.	0.05	-3.2919e-05
89	0.075	0.	0.075	-3.3108e-05
90	0.075	0.	0.1	-3.3044e-05
91	0.075	0.025	0.	-3.3045e-05
92	0.075	0.025	0.025	-3.2730e-05
93	0.075	0.025	0.05	-3.2751e-05
94	0.075	0.025	0.075	-3.2935e-05
95	0.075	0.025	0.1	-3.3008e-05
96	0.075	0.05	0.	-3.2838e-05
97	0.075	0.05	0.025	-3.2814e-05
98	0.075	0.05	0.05	-3.3090e-05
99	0.075	0.05	0.075	-3.2997e-05
100	0.075	0.05	0.1	-3.3046e-05
101	0.1	-0.05	0.	-5.7898e-05
102	0.1	-0.05	0.025	-5.7879e-05
103	0.1	-0.05	0.05	-5.8220e-05
104	0.1	-0.05	0.075	-5.7939e-05
105	0.1	-0.05	0.1	-5.7858e-05
106	0.1	-0.025	0.	-5.7788e-05
107	0.1	-0.025	0.025	-5.7881e-05
108	0.1	-0.025	0.05	-5.8203e-05
109	0.1	-0.025	0.075	-5.7650e-05
110	0.1	-0.025	0.1	-5.8146e-05
111	0.1	0.	0.	-5.7836e-05
112	0.1	0.	0.025	-5.7951e-05
113	0.1	0.	0.05	-5.7966e-05
114	0.1	0.	0.075	-5.7949e-05
115	0.1	0.	0.1	-5.7933e-05
116	0.1	0.025	0.	-5.7897e-05
117	0.1	0.025	0.025	-5.7867e-05
118	0.1	0.025	0.05	-5.8306e-05
119	0.1	0.025	0.075	-5.8006e-05
120	0.1	0.025	0.1	-5.7971e-05
121	0.1	0.05	0.	-5.7850e-05
122	0.1	0.05	0.025	-5.7905e-05
123	0.1	0.05	0.05	-5.7851e-05
124	0.1	0.05	0.075	-5.8178e-05
125	0.1	0.05	0.1	-5.7825e-05
