Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Deformation (m)
1	0.95	-1.7347e-018	5.e-002	-3.7016e-003
2	0.9	9.8608e-032	5.e-002	-3.403e-003
3	0.85	2.4652e-031	5.e-002	-3.1073e-003
4	0.8	3.4694e-018	5.e-002	-2.8162e-003
5	0.75	-3.6978e-032	5.e-002	-2.5311e-003
6	0.7	0.	5.e-002	-2.2536e-003
7	0.65	2.4652e-032	5.e-002	-1.9851e-003
8	0.6	0.	5.e-002	-1.7271e-003
9	0.55	2.4652e-032	5.e-002	-1.4812e-003
10	0.5	-3.4694e-018	5.e-002	-1.2489e-003
11	0.45	-3.4694e-018	5.e-002	-1.0315e-003
12	0.4	5.5467e-032	5.e-002	-8.3078e-004
13	0.35	0.	5.e-002	-6.4806e-004
14	0.3	0.	5.e-002	-4.8488e-004
15	0.25	-6.163e-033	5.e-002	-3.4276e-004
16	0.2	-1.7347e-018	5.e-002	-2.2317e-004
17	0.15	9.2445e-033	5.e-002	-1.2765e-004
18	0.1	-1.7347e-018	5.e-002	-5.7604e-005
19	5.e-002	-3.0815e-033	5.e-002	-1.4736e-005
20	5.e-002	-6.163e-033	0.	-1.1286e-005
21	0.1	-3.4694e-018	0.	-5.3688e-005
22	0.15	1.8489e-032	0.	-1.2385e-004
23	0.2	-3.4694e-018	0.	-2.1959e-004
24	0.25	-1.2326e-032	0.	-3.394e-004
25	0.3	0.	0.	-4.8176e-004
26	0.35	0.	0.	-6.4516e-004
27	0.4	1.1093e-031	0.	-8.281e-004
28	0.45	-6.9389e-018	0.	-1.0291e-003
29	0.5	-6.9389e-018	0.	-1.2466e-003
30	0.55	4.9304e-032	0.	-1.4792e-003
31	0.6	0.	0.	-1.7253e-003
32	0.65	4.9304e-032	0.	-1.9835e-003
33	0.7	0.	0.	-2.2522e-003
34	0.75	-7.3956e-032	0.	-2.53e-003
35	0.8	6.9389e-018	0.	-2.8153e-003
36	0.85	4.9304e-031	0.	-3.1067e-003
37	0.9	1.9722e-031	0.	-3.4026e-003
38	0.95	-3.4694e-018	0.	-3.7014e-003
39	0.95	0.	0.1	-3.7014e-003
40	0.9	0.	0.1	-3.4026e-003
41	0.85	0.	0.1	-3.1067e-003
42	0.8	0.	0.1	-2.8153e-003
43	0.75	0.	0.1	-2.53e-003
44	0.7	0.	0.1	-2.2522e-003
45	0.65	0.	0.1	-1.9835e-003
46	0.6	0.	0.1	-1.7253e-003
47	0.55	0.	0.1	-1.4792e-003
48	0.5	0.	0.1	-1.2466e-003
49	0.45	0.	0.1	-1.0291e-003
50	0.4	0.	0.1	-8.281e-004
51	0.35	0.	0.1	-6.4516e-004
52	0.3	0.	0.1	-4.8176e-004
53	0.25	0.	0.1	-3.394e-004
54	0.2	0.	0.1	-2.1959e-004
55	0.15	0.	0.1	-1.2385e-004
56	0.1	0.	0.1	-5.3688e-005
57	5.e-002	0.	0.1	-1.1286e-005
58	5.e-002	-5.e-002	0.1	-1.3585e-005
59	0.1	-5.e-002	0.1	-5.6369e-005
60	0.15	-5.e-002	0.1	-1.2651e-004
61	0.2	-5.e-002	0.1	-2.2202e-004
62	0.25	-5.e-002	0.1	-3.4162e-004
63	0.3	-5.e-002	0.1	-4.8374e-004
64	0.35	-5.e-002	0.1	-6.4692e-004
65	0.4	-5.e-002	0.1	-8.2964e-004
66	0.45	-5.e-002	0.1	-1.0304e-003
67	0.5	-5.e-002	0.1	-1.2477e-003
68	0.55	-5.e-002	0.1	-1.4801e-003
69	0.6	-5.e-002	0.1	-1.726e-003
70	0.65	-5.e-002	0.1	-1.9839e-003
71	0.7	-5.e-002	0.1	-2.2524e-003
72	0.75	-5.e-002	0.1	-2.53e-003
73	0.8	-5.e-002	0.1	-2.8151e-003
74	0.85	-5.e-002	0.1	-3.1062e-003
75	0.9	-5.e-002	0.1	-3.402e-003
76	0.95	-5.e-002	0.1	-3.7008e-003
77	1.	-5.e-002	0.1	-4.0003e-003
78	1.	0.	0.1	-4.0013e-003
79	1.	5.e-002	0.1	-4.0072e-003
80	0.95	5.e-002	0.1	-3.7028e-003
81	0.9	5.e-002	0.1	-3.4042e-003
82	0.85	5.e-002	0.1	-3.1085e-003
83	0.8	5.e-002	0.1	-2.8173e-003
84	0.75	5.e-002	0.1	-2.5323e-003
85	0.7	5.e-002	0.1	-2.2547e-003
86	0.65	5.e-002	0.1	-1.9862e-003
87	0.6	5.e-002	0.1	-1.7283e-003
88	0.55	5.e-002	0.1	-1.4824e-003
89	0.5	5.e-002	0.1	-1.25e-003
90	0.45	5.e-002	0.1	-1.0327e-003
91	0.4	5.e-002	0.1	-8.3192e-004
92	0.35	5.e-002	0.1	-6.4919e-004
93	0.3	5.e-002	0.1	-4.8602e-004
94	0.25	5.e-002	0.1	-3.4389e-004
95	0.2	5.e-002	0.1	-2.243e-004
96	0.15	5.e-002	0.1	-1.2878e-004
97	0.1	5.e-002	0.1	-5.8643e-005
98	5.e-002	5.e-002	0.1	-1.5694e-005
99	0.	5.e-002	0.1	0.
100	0.	0.	0.1	0.
101	0.	-5.e-002	0.1	0.
102	0.	0.	5.e-002	0.
103	0.	0.	0.	0.
104	0.	-5.e-002	0.	0.
105	0.	-5.e-002	5.e-002	0.
106	0.	5.e-002	0.	0.
107	0.	5.e-002	5.e-002	0.
108	0.95	5.e-002	5.e-002	-3.7032e-003
109	0.9	5.e-002	5.e-002	-3.4046e-003
110	0.85	5.e-002	5.e-002	-3.1091e-003
111	0.8	5.e-002	5.e-002	-2.8182e-003
112	0.75	5.e-002	5.e-002	-2.5334e-003
113	0.7	5.e-002	5.e-002	-2.2561e-003
114	0.65	5.e-002	5.e-002	-1.9878e-003
115	0.6	5.e-002	5.e-002	-1.7301e-003
116	0.55	5.e-002	5.e-002	-1.4844e-003
117	0.5	5.e-002	5.e-002	-1.2522e-003
118	0.45	5.e-002	5.e-002	-1.0351e-003
119	0.4	5.e-002	5.e-002	-8.3461e-004
120	0.35	5.e-002	5.e-002	-6.5211e-004
121	0.3	5.e-002	5.e-002	-4.8916e-004
122	0.25	5.e-002	5.e-002	-3.4726e-004
123	0.2	5.e-002	5.e-002	-2.2789e-004
124	0.15	5.e-002	5.e-002	-1.326e-004
125	0.1	5.e-002	5.e-002	-6.2705e-005
126	5.e-002	5.e-002	5.e-002	-1.973e-005
127	5.e-002	5.e-002	0.	-1.5694e-005
128	0.1	5.e-002	0.	-5.8643e-005
129	0.15	5.e-002	0.	-1.2878e-004
130	0.2	5.e-002	0.	-2.243e-004
131	0.25	5.e-002	0.	-3.4389e-004
132	0.3	5.e-002	0.	-4.8602e-004
133	0.35	5.e-002	0.	-6.4919e-004
134	0.4	5.e-002	0.	-8.3192e-004
135	0.45	5.e-002	0.	-1.0327e-003
136	0.5	5.e-002	0.	-1.25e-003
137	0.55	5.e-002	0.	-1.4824e-003
138	0.6	5.e-002	0.	-1.7283e-003
139	0.65	5.e-002	0.	-1.9862e-003
140	0.7	5.e-002	0.	-2.2547e-003
141	0.75	5.e-002	0.	-2.5323e-003
142	0.8	5.e-002	0.	-2.8173e-003
143	0.85	5.e-002	0.	-3.1085e-003
144	0.9	5.e-002	0.	-3.4042e-003
145	0.95	5.e-002	0.	-3.7028e-003
