Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
1	0.	-0.05	0.	1.2013e+08
2	0.	-0.05	0.025	1.2210e+08
3	0.	-0.05	0.05	1.1959e+08
4	0.	-0.05	0.075	1.2154e+08
5	0.	-0.05	0.1	1.2013e+08
6	0.	-0.025	0.	6.0941e+07
7	0.	-0.025	0.025	5.9537e+07
8	0.	-0.025	0.05	6.0215e+07
9	0.	-0.025	0.075	5.9937e+07
10	0.	-0.025	0.1	6.0194e+07
11	0.	0.	0.	5.2470e+06
12	0.	0.	0.025	5.2119e+06
13	0.	0.	0.05	5.2469e+06
14	0.	0.	0.075	5.1683e+06
15	0.	0.	0.1	5.1619e+06
16	0.	0.025	0.	6.0134e+07
17	0.	0.025	0.025	6.0108e+07
18	0.	0.025	0.05	6.0037e+07
19	0.	0.025	0.075	5.9665e+07
20	0.	0.025	0.1	6.0703e+07
21	0.	0.05	0.	1.1965e+08
22	0.	0.05	0.025	1.2137e+08
23	0.	0.05	0.05	1.2001e+08
24	0.	0.05	0.075	1.2062e+08
25	0.	0.05	0.1	1.2054e+08
26	0.025	-0.05	0.	1.1623e+08
27	0.025	-0.05	0.025	1.1734e+08
28	0.025	-0.05	0.05	1.1880e+08
29	0.025	-0.05	0.075	1.1724e+08
30	0.025	-0.05	0.1	1.1784e+08
31	0.025	-0.025	0.	5.8955e+07
32	0.025	-0.025	0.025	5.8774e+07
33	0.025	-0.025	0.05	5.8717e+07
34	0.025	-0.025	0.075	5.8886e+07
35	0.025	-0.025	0.1	5.8988e+07
36	0.025	0.	0.	5.1399e+06
37	0.025	0.	0.025	5.2064e+06
38	0.025	0.	0.05	5.1885e+06
39	0.025	0.	0.075	5.1799e+06
40	0.025	0.	0.1	5.2500e+06
41	0.025	0.025	0.	5.8286e+07
42	0.025	0.025	0.025	5.7975e+07
43	0.025	0.025	0.05	5.9003e+07
44	0.025	0.025	0.075	5.7963e+07
45	0.025	0.025	0.1	5.7725e+07
46	0.025	0.05	0.	1.1785e+08
47	0.025	0.05	0.025	1.1715e+08
48	0.025	0.05	0.05	1.1744e+08
