Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Deformation (m)
1	0.	-0.05	0.	-0.0000e+00
2	0.	-0.05	0.025	-0.0000e+00
3	0.	-0.05	0.05	-0.0000e+00
4	0.	-0.05	0.075	-0.0000e+00
5	0.	-0.05	0.1	-0.0000e+00
6	0.	-0.025	0.	-0.0000e+00
7	0.	-0.025	0.025	-0.0000e+00
8	0.	-0.025	0.05	-0.0000e+00
9	0.	-0.025	0.075	-0.0000e+00
10	0.	-0.025	0.1	-0.0000e+00
11	0.	0.	0.	-0.0000e+00
12	0.	0.	0.025	-0.0000e+00
13	0.	0.	0.05	-0.0000e+00
14	0.	0.	0.075	-0.0000e+00
15	0.	0.	0.1	-0.0000e+00
16	0.	0.025	0.	-0.0000e+00
17	0.	0.025	0.025	-0.0000e+00
18	0.	0.025	0.05	-0.0000e+00
19	0.	0.025	0.075	-0.0000e+00
20	0.	0.025	0.1	-0.0000e+00
21	0.	0.05	0.	-0.0000e+00
22	0.	0.05	0.025	-0.0000e+00
23	0.	0.05	0.05	-0.0000e+00
24	0.	0.05	0.075	-0.0000e+00
25	0.	0.05	0.1	-0.0000e+00
26	0.025	-0.05	0.	-5.6075e-06
27	0.025	-0.05	0.025	-5.5968e-06
28	0.025	-0.05	0.05	-5.5835e-06
29	0.025	-0.05	0.075	-5.5726e-06
30	0.025	-0.05	0.1	-5.5662e-06
31	0.025	-0.025	0.	-5.5456e-06
32	0.025	-0.025	0.025	-5.5492e-06
33	0.025	-0.025	0.05	-5.6003e-06
34	0.025	-0.025	0.075	-5.6119e-06
35	0.025	-0.025	0.1	-5.5540e-06
36	0.025	0.	0.	-5.5796e-06
37	0.025	0.	0.025	-5.5430e-06
38	0.025	0.	0.05	-5.5563e-06
39	0.025	0.	0.075	-5.5839e-06
40	0.025	0.	0.1	-5.5666e-06
41	0.025	0.025	0.	-5.5354e-06
42	0.025	0.025	0.025	-5.6165e-06
43	0.025	0.025	0.05	-5.5770e-06
44	0.025	0.025	0.075	-5.5535e-06
45	0.025	0.025	0.1	-5.5810e-06
46	0.025	0.05	0.	-5.5763e-06
47	0.025	0.05	0.025	-5.5875e-06
48	0.025	0.05	0.05	-5.5705e-06
49	0.025	0.05	0.075	-5.5851e-06
50	0.025	0.05	0.1	-5.5992e-06
51	0.05	-0.05	0.	-2.2008e-05
52	0.05	-0.05	0.025	-2.2064e-05
53	0.05	-0.05	0.05	-2.2199e-05
54	0.05	-0.05	0.075	-2.2076e-05
55	0.05	-0.05	0.1	-2.2118e-05
56	0.05	-0.025	0.	-2.2083e-05
57	0.05	-0.025	0.025	-2.2089e-05
58	0.05	-0.025	0.05	-2.2081e-05
59	0.05	-0.025	0.075	-2.2014e-05
60	0.05	-0.025	0.1	-2.2166e-05
61	0.05	0.	0.	-2.2219e-05
62	0.05	0.	0.025	-2.2109e-05
63	0.05	0.	0.05	-2.2209e-05
64	0.05	0.	0.075	-2.2082e-05
65	0.05	0.	0.1	-2.2076e-05
66	0.05	0.025	0.	-2.2161e-05
67	0.05	0.025	0.025	-2.2163e-05
68	0.05	0.025	0.05	-2.2115e-05
69	0.05	0.025	0.075	-2.2185e-05
70	0.05	0.025	0.1	-2.2011e-05
71	0.05	0.05	0.	-2.2098e-05
72	0.05	0.05	0.025	-2.2210e-05
73	0.05	0.05	0.05	-2.2210e-05
74	0.05	0.05	0.075	-2.2199e-05
75	0.05	0.05	0.1	-2.2215e-05
76	0.075	-0.05	0.	-4.9286e-05
77	0.075	-0.05	0.025	-4.9023e-05
78	0.075	-0.05	0.05	-4.9308e-05
79	0.075	-0.05	0.075	-4.9485e-05
80	0.075	-0.05	0.1	-4.9517e-05
81	0.075	-0.025	0.	-4.9255e-05
82	0.075	-0.025	0.025	-4.9168e-05
83	0.075	-0.025	0.05	-4.9188e-05
84	0.075	-0.025	0.075	-4.9252e-05
85	0.075	-0.025	0.1	-4.8985e-05
86	0.075	0.	0.	-4.9255e-05
87	0.075	0.	0.025	-4.9369e-05
88	0.075	0.	0.05	-4.9340e-05
89	0.075	0.	0.075	-4.9294e-05
90	0.075	0.	0.1	-4.9223e-05
91	0.075	0.025	0.	-4.9246e-05
92	0.075	0.025	0.025	-4.9250e-05
93	0.075	0.025	0.05	-4.9499e-05
94	0.075	0.025	0.075	-4.9359e-05
95	0.075	0.025	0.1	-4.9985e-05
96	0.075	0.05	0.	-4.9294e-05
97	0.075	0.05	0.025	-4.9446e-05
98	0.075	0.05	0.05	-4.9298e-05
99	0.075	0.05	0.075	-4.9293e-05
100	0.075	0.05	0.1	-4.9668e-05
101	0.1	-0.05	0.	-8.7347e-05
102	0.1	-0.05	0.025	-8.6389e-05
103	0.1	-0.05	0.05	-8.6644e-05
104	0.1	-0.05	0.075	-8.6953e-05
105	0.1	-0.05	0.1	-8.6820e-05
106	0.1	-0.025	0.	-8.6475e-05
107	0.1	-0.025	0.025	-8.7040e-05
108	0.1	-0.025	0.05	-8.6346e-05
109	0.1	-0.025	0.075	-8.7044e-05
110	0.1	-0.025	0.1	-8.7254e-05
111	0.1	0.	0.	-8.7304e-05
112	0.1	0.	0.025	-8.6950e-05
113	0.1	0.	0.05	-8.7526e-05
114	0.1	0.	0.075	-8.7115e-05
115	0.1	0.	0.1	-8.7294e-05
116	0.1	0.025	0.	-8.6744e-05
117	0.1	0.025	0.025	-8.7530e-05
118	0.1	0.025	0.05	-8.6999e-05
119	0.1	0.025	0.075	-8.7549e-05
120	0.1	0.025	0.1	-8.7473e-05
121	0.1	0.05	0.	-8.7090e-05
122	0.1	0.05	0.025	-8.7141e-05
123	0.1	0.05	0.05	-8.6937e-05
124	0.1	0.05	0.075	-8.6715e-05
125	0.1	0.05	0.1	-8.7207e-05
