Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
1	0.	-0.05	0.	4.7069e+07
2	0.	-0.05	0.025	4.8279e+07
3	0.	-0.05	0.05	4.8194e+07
4	0.	-0.05	0.075	4.7884e+07
5	0.	-0.05	0.1	4.8394e+07
6	0.	-0.025	0.	1.6783e+08
7	0.	-0.025	0.025	1.6874e+08
8	0.	-0.025	0.05	1.6555e+08
9	0.	-0.025	0.075	1.6516e+08
10	0.	-0.025	0.1	1.6786e+08
11	0.	0.	0.	2.8916e+08
12	0.	0.	0.025	2.9038e+08
13	0.	0.	0.05	2.8778e+08
14	0.	0.	0.075	2.8876e+08
15	0.	0.	0.1	2.9000e+08
16	0.	0.025	0.	4.0766e+08
17	0.	0.025	0.025	4.0999e+08
18	0.	0.025	0.05	4.0439e+08
19	0.	0.025	0.075	4.0267e+08
20	0.	0.025	0.1	4.0633e+08
21	0.	0.05	0.	5.3127e+08
22	0.	0.05	0.025	5.2500e+08
23	0.	0.05	0.05	5.3075e+08
24	0.	0.05	0.075	5.2366e+08
25	0.	0.05	0.1	5.2554e+08
26	0.025	-0.05	0.	5.4105e+07
27	0.025	-0.05	0.025	5.3712e+07
28	0.025	-0.05	0.05	5.3785e+07
29	0.025	-0.05	0.075	5.2873e+07
30	0.025	-0.05	0.1	5.4363e+07
31	0.025	-0.025	0.	1.7102e+08
32	0.025	-0.025	0.025	1.6988e+08
33	0.025	-0.025	0.05	1.7369e+08
34	0.025	-0.025	0.075	1.7010e+08
35	0.025	-0.025	0.1	1.7047e+08
36	0.025	0.	0.	2.8597e+08
37	0.025	0.	0.025	2.9073e+08
38	0.025	0.	0.05	2.9149e+08
39	0.025	0.	0.075	2.9126e+08
40	0.025	0.	0.1	2.9124e+08
41	0.025	0.025	0.	4.0314e+08
42	0.025	0.025	0.025	4.1049e+08
43	0.025	0.025	0.05	4.0444e+08
44	0.025	0.025	0.075	4.0008e+08
45	0.025	0.025	0.1	4.0369e+08
46	0.025	0.05	0.	5.2336e+08
47	0.025	0.05	0.025	5.1931e+08
48	0.025	0.05	0.05	5.2261e+08
49	0.025	0.05	0.075	5.2424e+08
50	0.025	0.05	0.1	5.2371e+08
51	0.05	-0.05	0.	6.0314e+07
52	0.05	-0.05	0.025	5.9914e+07
53	0.05	-0.05	0.05	5.9651e+07
54	0.05	-0.05	0.075	5.9294e+07
55	0.05	-0.05	0.1	5.9958e+07
56	0.05	-0.025	0.	1.7343e+08
57	0.05	-0.025	0.025	1.7401e+08
58	0.05	-0.025	0.05	1.7129e+08
59	0.05	-0.025	0.075	1.7206e+08
60	0.05	-0.025	0.1	1.7489e+08
61	0.05	0.	0.	2.8442e+08
62	0.05	0.	0.025	2.8775e+08
63	0.05	0.	0.05	2.8627e+08
64	0.05	0.	0.075	2.8613e+08
65	0.05	0.	0.1	2.8838e+08
66	0.05	0.025	0.	4.0217e+08
67	0.05	0.025	0.025	4.0383e+08
68	0.05	0.025	0.05	3.9853e+08
69	0.05	0.025	0.075	3.9923e+08
70	0.05	0.025	0.1	4.0569e+08
71	0.05	0.05	0.	5.1507e+08
72	0.05	0.05	0.025	5.1751e+08
73	0.05	0.05	0.05	5.1395e+08
74	0.05	0.05	0.075	5.1788e+08
75	0.05	0.05	0.1	5.0573e+08
76	0.075	-0.05	0.	6.6608e+07
77	0.075	-0.05	0.025	6.5760e+07
78	0.075	-0.05	0.05	6.5341e+07
79	0.075	-0.05	0.075	6.5439e+07
80	0.075	-0.05	0.1	6.5861e+07
81	0.075	-0.025	0.	1.7702e+08
82	0.075	-0.025	0.025	1.7737e+08
83	0.075	-0.025	0.05	1.7548e+08
84	0.075	-0.025	0.075	1.7841e+08
85	0.075	-0.025	0.1	1.7643e+08
86	0.075	0.	0.	2.8686e+08
87	0.075	0.	0.025	2.8767e+08
88	0.075	0.	0.05	2.8972e+08
89	0.075	0.	0.075	2.8811e+08
90	0.075	0.	0.1	2.8694e+08
91	0.075	0.025	0.	3.9804e+08
92	0.075	0.025	0.025	4.0297e+08
93	0.075	0.025	0.05	4.0245e+08
94	0.075	0.025	0.075	4.0024e+08
95	0.075	0.025	0.1	3.9955e+08
96	0.075	0.05	0.	5.1944e+08
97	0.075	0.05	0.025	5.1189e+08
98	0.075	0.05	0.05	5.1074e+08
99	0.075	0.05	0.075	5.0918e+08
100	0.075	0.05	0.1	5.1146e+08
101	0.1	-0.05	0.	7.0246e+07
102	0.1	-0.05	0.025	7.2592e+07
103	0.1	-0.05	0.05	7.1267e+07
104	0.1	-0.05	0.075	7.1586e+07
105	0.1	-0.05	0.1	7.1193e+07
106	0.1	-0.025	0.	1.7911e+08
107	0.1	-0.025	0.025	1.7968e+08
108	0.1	-0.025	0.05	1.8145e+08
109	0.1	-0.025	0.075	1.8203e+08
110	0.1	-0.025	0.1	1.8297e+08
111	0.1	0.	0.	2.8842e+08
112	0.1	0.	0.025	2.8768e+08
113	0.1	0.	0.05	2.8998e+08
114	0.1	0.	0.075	2.8622e+08
115	0.1	0.	0.1	2.8596e+08
116	0.1	0.025	0.	3.9491e+08
117	0.1	0.025	0.025	3.9597e+08
118	0.1	0.025	0.05	3.8953e+08
119	0.1	0.025	0.075	3.9946e+08
120	0.1	0.025	0.1	3.9684e+08
121	0.1	0.05	0.	5.0722e+08
122	0.1	0.05	0.025	4.9767e+08
123	0.1	0.05	0.05	5.0132e+08
124	0.1	0.05	0.075	5.0111e+08
125	0.1	0.05	0.1	5.0318e+08
126	0.125	-0.05	0.	7.7979e+07
127	0.125	-0.05	0.025	7.8543e+07
128	0.125	-0.05	0.05	7.8062e+07
129	0.125	-0.05	0.075	7.7537e+07
130	0.125	-0.05	0.1	7.9365e+07
131	0.125	-0.025	0.	1.8278e+08
132	0.125	-0.025	0.025	1.8184e+08
133	0.125	-0.025	0.05	1.8040e+08
134	0.125	-0.025	0.075	1.8330e+08
135	0.125	-0.025	0.1	1.8418e+08
136	0.125	0.	0.	2.8556e+08
137	0.125	0.	0.025	2.8963e+08
138	0.125	0.	0.05	2.8838e+08
139	0.125	0.	0.075	2.8410e+08
140	0.125	0.	0.1	2.8963e+08
