Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Deformation (m)
1	0.	-0.05	0.	-0.0000e+00
2	0.	-0.05	0.025	-0.0000e+00
3	0.	-0.05	0.05	-0.0000e+00
4	0.	-0.05	0.075	-0.0000e+00
5	0.	-0.05	0.1	-0.0000e+00
6	0.	-0.025	0.	-0.0000e+00
7	0.	-0.025	0.025	-0.0000e+00
8	0.	-0.025	0.05	-0.0000e+00
9	0.	-0.025	0.075	-0.0000e+00
10	0.	-0.025	0.1	-0.0000e+00
11	0.	0.	0.	-0.0000e+00
12	0.	0.	0.025	-0.0000e+00
13	0.	0.	0.05	-0.0000e+00
14	0.	0.	0.075	-0.0000e+00
15	0.	0.	0.1	-0.0000e+00
16	0.	0.025	0.	-0.0000e+00
17	0.	0.025	0.025	-0.0000e+00
18	0.	0.025	0.05	-0.0000e+00
19	0.	0.025	0.075	-0.0000e+00
20	0.	0.025	0.1	-0.0000e+00
21	0.	0.05	0.	-0.0000e+00
22	0.	0.05	0.025	-0.0000e+00
23	0.	0.05	0.05	-0.0000e+00
24	0.	0.05	0.075	-0.0000e+00
25	0.	0.05	0.1	-0.0000e+00
26	0.025	-0.05	0.	-3.7310e-06
27	0.025	-0.05	0.025	-3.7240e-06
28	0.025	-0.05	0.05	-3.7364e-06
29	0.025	-0.05	0.075	-3.7134e-06
30	0.025	-0.05	0.1	-3.7118e-06
31	0.025	-0.025	0.	-3.7249e-06
32	0.025	-0.025	0.025	-3.7341e-06
33	0.025	-0.025	0.05	-3.7310e-06
34	0.025	-0.025	0.075	-3.7235e-06
35	0.025	-0.025	0.1	-3.7222e-06
36	0.025	0.	0.	-3.7182e-06
37	0.025	0.	0.025	-3.7248e-06
38	0.025	0.	0.05	-3.7490e-06
39	0.025	0.	0.075	-3.7151e-06
40	0.025	0.	0.1	-3.7133e-06
41	0.025	0.025	0.	-3.7122e-06
42	0.025	0.025	0.025	-3.7245e-06
43	0.025	0.025	0.05	-3.6872e-06
44	0.025	0.025	0.075	-3.7167e-06
45	0.025	0.025	0.1	-3.7318e-06
46	0.025	0.05	0.	-3.7109e-06
47	0.025	0.05	0.025	-3.7215e-06
48	0.025	0.05	0.05	-3.7501e-06
49	0.025	0.05	0.075	-3.7237e-06
50	0.025	0.05	0.1	-3.6854e-06
51	0.05	-0.05	0.	-1.4667e-05
52	0.05	-0.05	0.025	-1.4735e-05
53	0.05	-0.05	0.05	-1.4703e-05
54	0.05	-0.05	0.075	-1.4756e-05
55	0.05	-0.05	0.1	-1.4733e-05
56	0.05	-0.025	0.	-1.4819e-05
57	0.05	-0.025	0.025	-1.4686e-05
58	0.05	-0.025	0.05	-1.4738e-05
59	0.05	-0.025	0.075	-1.4763e-05
60	0.05	-0.025	0.1	-1.4770e-05
61	0.05	0.	0.	-1.4759e-05
62	0.05	0.	0.025	-1.4608e-05
63	0.05	0.	0.05	-1.4755e-05
64	0.05	0.	0.075	-1.4741e-05
65	0.05	0.	0.1	-1.4801e-05
66	0.05	0.025	0.	-1.4793e-05
67	0.05	0.025	0.025	-1.4764e-05
68	0.05	0.025	0.05	-1.4768e-05
69	0.05	0.025	0.075	-1.4830e-05
70	0.05	0.025	0.1	-1.4818e-05
71	0.05	0.05	0.	-1.4766e-05
72	0.05	0.05	0.025	-1.4877e-05
73	0.05	0.05	0.05	-1.4713e-05
74	0.05	0.05	0.075	-1.4680e-05
75	0.05	0.05	0.1	-1.4749e-05
76	0.075	-0.05	0.	-3.2857e-05
77	0.075	-0.05	0.025	-3.2582e-05
78	0.075	-0.05	0.05	-3.2820e-05
79	0.075	-0.05	0.075	-3.2951e-05
80	0.075	-0.05	0.1	-3.2899e-05
81	0.075	-0.025	0.	-3.2804e-05
82	0.075	-0.025	0.025	-3.2912e-05
83	0.075	-0.025	0.05	-3.2922e-05
84	0.075	-0.025	0.075	-3.3000e-05
85	0.075	-0.025	0.1	-3.2822e-05
86	0.075	0.	0.	-3.3021e-05
87	0.075	0.	0.025	-3.2763e-05
88	0.075	0.	0.05	-3.2840e-05
89	0.075	0.	0.075	-3.3130e-05
90	0.075	0.	0.1	-3.2771e-05
91	0.075	0.025	0.	-3.2820e-05
92	0.075	0.025	0.025	-3.2741e-05
93	0.075	0.025	0.05	-3.2797e-05
94	0.075	0.025	0.075	-3.2924e-05
95	0.075	0.025	0.1	-3.2999e-05
96	0.075	0.05	0.	-3.2904e-05
97	0.075	0.05	0.025	-3.2864e-05
98	0.075	0.05	0.05	-3.2743e-05
99	0.075	0.05	0.075	-3.2811e-05
100	0.075	0.05	0.1	-3.2703e-05
101	0.1	-0.05	0.	-5.8171e-05
102	0.1	-0.05	0.025	-5.8187e-05
103	0.1	-0.05	0.05	-5.7991e-05
104	0.1	-0.05	0.075	-5.8102e-05
105	0.1	-0.05	0.1	-5.8203e-05
106	0.1	-0.025	0.	-5.8023e-05
107	0.1	-0.025	0.025	-5.8323e-05
108	0.1	-0.025	0.05	-5.7762e-05
109	0.1	-0.025	0.075	-5.7919e-05
110	0.1	-0.025	0.1	-5.7891e-05
111	0.1	0.	0.	-5.8150e-05
112	0.1	0.	0.025	-5.7667e-05
113	0.1	0.	0.05	-5.8336e-05
114	0.1	0.	0.075	-5.8130e-05
115	0.1	0.	0.1	-5.8406e-05
116	0.1	0.025	0.	-5.7991e-05
117	0.1	0.025	0.025	-5.7872e-05
118	0.1	0.025	0.05	-5.8152e-05
119	0.1	0.025	0.075	-5.8239e-05
120	0.1	0.025	0.1	-5.7834e-05
121	0.1	0.05	0.	-5.7537e-05
122	0.1	0.05	0.025	-5.7576e-05
123	0.1	0.05	0.05	-5.8061e-05
124	0.1	0.05	0.075	-5.8357e-05
125	0.1	0.05	0.1	-5.7698e-05
