Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
1	0.	-0.05	0.	1.7850e+08
2	0.	-0.05	0.025	1.8121e+08
3	0.	-0.05	0.05	1.8208e+08
4	0.	-0.05	0.075	1.7901e+08
5	0.	-0.05	0.1	1.8067e+08
6	0.	-0.025	0.	9.1329e+07
7	0.	-0.025	0.025	9.0356e+07
8	0.	-0.025	0.05	9.0757e+07
9	0.	-0.025	0.075	8.8910e+07
10	0.	-0.025	0.1	9.0620e+07
11	0.	0.	0.	7.8265e+06
12	0.	0.	0.025	7.7115e+06
13	0.	0.	0.05	7.7341e+06
14	0.	0.	0.075	7.8319e+06
15	0.	0.	0.1	7.7754e+06
16	0.	0.025	0.	9.0992e+07
17	0.	0.025	0.025	9.0414e+07
18	0.	0.025	0.05	9.0230e+07
19	0.	0.025	0.075	9.0067e+07
20	0.	0.025	0.1	9.0401e+07
21	0.	0.05	0.	1.8116e+08
22	0.	0.05	0.025	1.8077e+08
23	0.	0.05	0.05	1.7939e+08
24	0.	0.05	0.075	1.8178e+08
25	0.	0.05	0.1	1.8095e+08
26	0.025	-0.05	0.	1.7604e+08
27	0.025	-0.05	0.025	1.7563e+08
28	0.025	-0.05	0.05	1.7620e+08
29	0.025	-0.05	0.075	1.7293e+08
30	0.025	-0.05	0.1	1.7584e+08
31	0.025	-0.025	0.	8.9098e+07
32	0.025	-0.025	0.025	8.8099e+07
33	0.025	-0.025	0.05	8.8003e+07
34	0.025	-0.025	0.075	8.7525e+07
35	0.025	-0.025	0.1	8.8291e+07
36	0.025	0.	0.	7.7821e+06
37	0.025	0.	0.025	7.8759e+06
38	0.025	0.	0.05	7.7404e+06
39	0.025	0.	0.075	7.7660e+06
40	0.025	0.	0.1	7.7568e+06
41	0.025	0.025	0.	8.9235e+07
42	0.025	0.025	0.025	8.7811e+07
43	0.025	0.025	0.05	8.7559e+07
44	0.025	0.025	0.075	8.6474e+07
45	0.025	0.025	0.1	8.7303e+07
46	0.025	0.05	0.	1.7624e+08
47	0.025	0.05	0.025	1.7624e+08
48	0.025	0.05	0.05	1.7459e+08
49	0.025	0.05	0.075	1.7466e+08
50	0.025	0.05	0.1	1.7811e+08
51	0.05	-0.05	0.	1.7469e+08
52	0.05	-0.05	0.025	1.7257e+08
53	0.05	-0.05	0.05	1.7313e+08
54	0.05	-0.05	0.075	1.7342e+08
55	0.05	-0.05	0.1	1.7403e+08
56	0.05	-0.025	0.	8.5493e+07
57	0.05	-0.025	0.025	8.5097e+07
58	0.05	-0.025	0.05	8.6957e+07
59	0.05	-0.025	0.075	8.5038e+07
60	0.05	-0.025	0.1	8.4994e+07
61	0.05	0.	0.	7.7315e+06
62	0.05	0.	0.025	7.7860e+06
63	0.05	0.	0.05	7.6705e+06
64	0.05	0.	0.075	7.7049e+06
65	0.05	0.	0.1	7.7554e+06
66	0.05	0.025	0.	8.4880e+07
67	0.05	0.025	0.025	8.6428e+07
68	0.05	0.025	0.05	8.5704e+07
69	0.05	0.025	0.075	8.6095e+07
70	0.05	0.025	0.1	8.6020e+07
71	0.05	0.05	0.	1.7072e+08
72	0.05	0.05	0.025	1.7235e+08
73	0.05	0.05	0.05	1.7162e+08
74	0.05	0.05	0.075	1.7056e+08
75	0.05	0.05	0.1	1.6870e+08
76	0.075	-0.05	0.	1.6719e+08
77	0.075	-0.05	0.025	1.6482e+08
78	0.075	-0.05	0.05	1.6701e+08
79	0.075	-0.05	0.075	1.6661e+08
80	0.075	-0.05	0.1	1.6469e+08
81	0.075	-0.025	0.	8.3628e+07
82	0.075	-0.025	0.025	8.3583e+07
83	0.075	-0.025	0.05	8.3585e+07
84	0.075	-0.025	0.075	8.3553e+07
85	0.075	-0.025	0.1	8.3019e+07
86	0.075	0.	0.	7.8311e+06
87	0.075	0.	0.025	7.7514e+06
88	0.075	0.	0.05	7.7272e+06
89	0.075	0.	0.075	7.8363e+06
90	0.075	0.	0.1	7.8526e+06
91	0.075	0.025	0.	8.3860e+07
92	0.075	0.025	0.025	8.3317e+07
93	0.075	0.025	0.05	8.2160e+07
94	0.075	0.025	0.075	8.4444e+07
95	0.075	0.025	0.1	8.2150e+07
96	0.075	0.05	0.	1.6728e+08
97	0.075	0.05	0.025	1.6931e+08
98	0.075	0.05	0.05	1.6670e+08
99	0.075	0.05	0.075	1.6689e+08
100	0.075	0.05	0.1	1.6701e+08
101	0.1	-0.05	0.	1.6226e+08
102	0.1	-0.05	0.025	1.6505e+08
103	0.1	-0.05	0.05	1.6091e+08
104	0.1	-0.05	0.075	1.6074e+08
105	0.1	-0.05	0.1	1.6158e+08
106	0.1	-0.025	0.	8.2342e+07
107	0.1	-0.025	0.025	8.0836e+07
108	0.1	-0.025	0.05	8.1490e+07
109	0.1	-0.025	0.075	8.1906e+07
110	0.1	-0.025	0.1	8.1717e+07
111	0.1	0.	0.	7.8577e+06
112	0.1	0.	0.025	7.8826e+06
113	0.1	0.	0.05	7.8134e+06
114	0.1	0.	0.075	7.7657e+06
115	0.1	0.	0.1	7.8034e+06
116	0.1	0.025	0.	8.0990e+07
