Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Deformation (m)
1	0.	-0.05	0.	-0.0000e+00
2	0.	-0.05	0.025	-0.0000e+00
3	0.	-0.05	0.05	-0.0000e+00
4	0.	-0.05	0.075	-0.0000e+00
5	0.	-0.05	0.1	-0.0000e+00
6	0.	-0.025	0.	-0.0000e+00
7	0.	-0.025	0.025	-0.0000e+00
8	0.	-0.025	0.05	-0.0000e+00
9	0.	-0.025	0.075	-0.0000e+00
10	0.	-0.025	0.1	-0.0000e+00
11	0.	0.	0.	-0.0000e+00
12	0.	0.	0.025	-0.0000e+00
13	0.	0.	0.05	-0.0000e+00
14	0.	0.	0.075	-0.0000e+00
15	0.	0.	0.1	-0.0000e+00
16	0.	0.025	0.	-0.0000e+00
17	0.	0.025	0.025	-0.0000e+00
18	0.	0.025	0.05	-0.0000e+00
19	0.	0.025	0.075	-0.0000e+00
20	0.	0.025	0.1	-0.0000e+00
21	0.	0.05	0.	-0.0000e+00
22	0.	0.05	0.025	-0.0000e+00
23	0.	0.05	0.05	-0.0000e+00
24	0.	0.05	0.075	-0.0000e+00
25	0.	0.05	0.1	-0.0000e+00
26	0.025	-0.05	0.	-7.4600e-06
27	0.025	-0.05	0.025	-7.4249e-06
28	0.025	-0.05	0.05	-7.4125e-06
29	0.025	-0.05	0.075	-7.4617e-06
30	0.025	-0.05	0.1	-7.4511e-06
31	0.025	-0.025	0.	-7.4313e-06
32	0.025	-0.025	0.025	-7.4270e-06
33	0.025	-0.025	0.05	-7.4488e-06
34	0.025	-0.025	0.075	-7.4535e-06
35	0.025	-0.025	0.1	-7.4437e-06
36	0.025	0.	0.	-7.4411e-06
37	0.025	0.	0.025	-7.4195e-06
38	0.025	0.	0.05	-7.4212e-06
39	0.025	0.	0.075	-7.4324e-06
40	0.025	0.	0.1	-7.4089e-06
41	0.025	0.025	0.	-7.4054e-06
42	0.025	0.025	0.025	-7.4348e-06
43	0.025	0.025	0.05	-7.4669e-06
44	0.025	0.025	0.075	-7.3758e-06
45	0.025	0.025	0.1	-7.4259e-06
46	0.025	0.05	0.	-7.4456e-06
47	0.025	0.05	0.025	-7.4694e-06
48	0.025	0.05	0.05	-7.4910e-06
49	0.025	0.05	0.075	-7.4298e-06
50	0.025	0.05	0.1	-7.4962e-06
51	0.05	-0.05	0.	-2.9554e-05
52	0.05	-0.05	0.025	-2.9596e-05
53	0.05	-0.05	0.05	-2.9374e-05
54	0.05	-0.05	0.075	-2.9554e-05
55	0.05	-0.05	0.1	-2.9606e-05
56	0.05	-0.025	0.	-2.9419e-05
57	0.05	-0.025	0.025	-2.9193e-05
58	0.05	-0.025	0.05	-2.9518e-05
59	0.05	-0.025	0.075	-2.9475e-05
60	0.05	-0.025	0.1	-2.9659e-05
61	0.05	0.	0.	-2.9436e-05
62	0.05	0.	0.025	-2.9417e-05
63	0.05	0.	0.05	-2.9362e-05
64	0.05	0.	0.075	-2.9426e-05
65	0.05	0.	0.1	-2.9815e-05
66	0.05	0.025	0.	-2.9313e-05
67	0.05	0.025	0.025	-2.9342e-05
68	0.05	0.025	0.05	-2.9494e-05
69	0.05	0.025	0.075	-2.9733e-05
70	0.05	0.025	0.1	-2.9588e-05
71	0.05	0.05	0.	-2.9683e-05
72	0.05	0.05	0.025	-2.9455e-05
73	0.05	0.05	0.05	-2.9336e-05
74	0.05	0.05	0.075	-2.9447e-05
75	0.05	0.05	0.1	-2.9485e-05
76	0.075	-0.05	0.	-6.5815e-05
77	0.075	-0.05	0.025	-6.5756e-05
78	0.075	-0.05	0.05	-6.5968e-05
79	0.075	-0.05	0.075	-6.5625e-05
80	0.075	-0.05	0.1	-6.5568e-05
81	0.075	-0.025	0.	-6.5495e-05
82	0.075	-0.025	0.025	-6.5866e-05
83	0.075	-0.025	0.05	-6.5840e-05
84	0.075	-0.025	0.075	-6.6100e-05
85	0.075	-0.025	0.1	-6.6220e-05
86	0.075	0.	0.	-6.5495e-05
87	0.075	0.	0.025	-6.5819e-05
88	0.075	0.	0.05	-6.5758e-05
89	0.075	0.	0.075	-6.5408e-05
90	0.075	0.	0.1	-6.5673e-05
91	0.075	0.025	0.	-6.6225e-05
92	0.075	0.025	0.025	-6.5646e-05
93	0.075	0.025	0.05	-6.5602e-05
94	0.075	0.025	0.075	-6.5799e-05
95	0.075	0.025	0.1	-6.6053e-05
96	0.075	0.05	0.	-6.5732e-05
97	0.075	0.05	0.025	-6.5846e-05
98	0.075	0.05	0.05	-6.5211e-05
99	0.075	0.05	0.075	-6.5963e-05
100	0.075	0.05	0.1	-6.5871e-05
101	0.1	-0.05	0.	-1.1641e-04
102	0.1	-0.05	0.025	-1.1513e-04
103	0.1	-0.05	0.05	-1.1586e-04
104	0.1	-0.05	0.075	-1.1645e-04
105	0.1	-0.05	0.1	-1.1574e-04
106	0.1	-0.025	0.	-1.1602e-04
107	0.1	-0.025	0.025	-1.1581e-04
108	0.1	-0.025	0.05	-1.1582e-04
109	0.1	-0.025	0.075	-1.1654e-04
110	0.1	-0.025	0.1	-1.1534e-04
111	0.1	0.	0.	-1.1598e-04
112	0.1	0.	0.025	-1.1612e-04
113	0.1	0.	0.05	-1.1644e-04
114	0.1	0.	0.075	-1.1594e-04
115	0.1	0.	0.1	-1.1645e-04
116	0.1	0.025	0.	-1.1597e-04
117	0.1	0.025	0.025	-1.1606e-04
118	0.1	0.025	0.05	-1.1604e-04
119	0.1	0.025	0.075	-1.1630e-04
120	0.1	0.025	0.1	-1.1625e-04
121	0.1	0.05	0.	-1.1548e-04
122	0.1	0.05	0.025	-1.1610e-04
123	0.1	0.05	0.05	-1.1625e-04
124	0.1	0.05	0.075	-1.1668e-04
125	0.1	0.05	0.1	-1.1553e-04
