Node Number	X Location (m)	Y Location (m)	Z Location (m)	Directional Deformation (m)
1	0.	-0.05	0.	-0.0000e+00
2	0.	-0.05	0.025	-0.0000e+00
3	0.	-0.05	0.05	-0.0000e+00
4	0.	-0.05	0.075	-0.0000e+00
5	0.	-0.05	0.1	-0.0000e+00
6	0.	-0.025	0.	-0.0000e+00
7	0.	-0.025	0.025	-0.0000e+00
8	0.	-0.025	0.05	-0.0000e+00
9	0.	-0.025	0.075	-0.0000e+00
10	0.	-0.025	0.1	-0.0000e+00
11	0.	0.	0.	-0.0000e+00
12	0.	0.	0.025	-0.0000e+00
13	0.	0.	0.05	-0.0000e+00
14	0.	0.	0.075	-0.0000e+00
15	0.	0.	0.1	-0.0000e+00
16	0.	0.025	0.	-0.0000e+00
17	0.	0.025	0.025	-0.0000e+00
18	0.	0.025	0.05	-0.0000e+00
19	0.	0.025	0.075	-0.0000e+00
20	0.	0.025	0.1	-0.0000e+00
21	0.	0.05	0.	-0.0000e+00
22	0.	0.05	0.025	-0.0000e+00
23	0.	0.05	0.05	-0.0000e+00
24	0.	0.05	0.075	-0.0000e+00
25	0.	0.05	0.1	-0.0000e+00
26	0.025	-0.05	0.	-1.8562e-06
27	0.025	-0.05	0.025	-1.8637e-06
28	0.025	-0.05	0.05	-1.8493e-06
29	0.025	-0.05	0.075	-1.8544e-06
30	0.025	-0.05	0.1	-1.8602e-06
31	0.025	-0.025	0.	-1.8627e-06
32	0.025	-0.025	0.025	-1.8587e-06
33	0.025	-0.025	0.05	-1.8612e-06
34	0.025	-0.025	0.075	-1.8600e-06
35	0.025	-0.025	0.1	-1.8582e-06
36	0.025	0.	0.	-1.8572e-06
37	0.025	0.	0.025	-1.8562e-06
38	0.025	0.	0.05	-1.8611e-06
39	0.025	0.	0.075	-1.8624e-06
40	0.025	0.	0.1	-1.8609e-06
41	0.025	0.025	0.	-1.8506e-06
42	0.025	0.025	0.025	-1.8519e-06
43	0.025	0.025	0.05	-1.8623e-06
44	0.025	0.025	0.075	-1.8703e-06
45	0.025	0.025	0.1	-1.8605e-06
46	0.025	0.05	0.	-1.8563e-06
47	0.025	0.05	0.025	-1.8610e-06
48	0.025	0.05	0.05	-1.8509e-06
49	0.025	0.05	0.075	-1.8691e-06
50	0.025	0.05	0.1	-1.8608e-06
51	0.05	-0.05	0.	-7.3553e-06
52	0.05	-0.05	0.025	-7.3701e-06
53	0.05	-0.05	0.05	-7.3595e-06
54	0.05	-0.05	0.075	-7.4137e-06
55	0.05	-0.05	0.1	-7.3690e-06
56	0.05	-0.025	0.	-7.3796e-06
57	0.05	-0.025	0.025	-7.3919e-06
58	0.05	-0.025	0.05	-7.3531e-06
59	0.05	-0.025	0.075	-7.3807e-06
60	0.05	-0.025	0.1	-7.3831e-06
61	0.05	0.	0.	-7.3292e-06
62	0.05	0.	0.025	-7.3825e-06
63	0.05	0.	0.05	-7.3737e-06
64	0.05	0.	0.075	-7.3788e-06
65	0.05	0.	0.1	-7.3761e-06
66	0.05	0.025	0.	-7.3826e-06
67	0.05	0.025	0.025	-7.4145e-06
68	0.05	0.025	0.05	-7.3402e-06
69	0.05	0.025	0.075	-7.3649e-06
70	0.05	0.025	0.1	-7.3947e-06
71	0.05	0.05	0.	-7.3892e-06
72	0.05	0.05	0.025	-7.3886e-06
73	0.05	0.05	0.05	-7.4562e-06
74	0.05	0.05	0.075	-7.3931e-06
75	0.05	0.05	0.1	-7.4084e-06
76	0.075	-0.05	0.	-1.6433e-05
77	0.075	-0.05	0.025	-1.6388e-05
78	0.075	-0.05	0.05	-1.6432e-05
79	0.075	-0.05	0.075	-1.6500e-05
80	0.075	-0.05	0.1	-1.6480e-05
81	0.075	-0.025	0.	-1.6480e-05
82	0.075	-0.025	0.025	-1.6439e-05
83	0.075	-0.025	0.05	-1.6429e-05
84	0.075	-0.025	0.075	-1.6441e-05
85	0.075	-0.025	0.1	-1.6501e-05
86	0.075	0.	0.	-1.6508e-05
87	0.075	0.	0.025	-1.6387e-05
88	0.075	0.	0.05	-1.6503e-05
89	0.075	0.	0.075	-1.6410e-05
90	0.075	0.	0.1	-1.6484e-05
91	0.075	0.025	0.	-1.6440e-05
92	0.075	0.025	0.025	-1.6556e-05
93	0.075	0.025	0.05	-1.6426e-05
94	0.075	0.025	0.075	-1.6465e-05
95	0.075	0.025	0.1	-1.6493e-05
96	0.075	0.05	0.	-1.6396e-05
97	0.075	0.05	0.025	-1.6448e-05
98	0.075	0.05	0.05	-1.6436e-05
99	0.075	0.05	0.075	-1.6419e-05
100	0.075	0.05	0.1	-1.6424e-05
101	0.1	-0.05	0.	-2.9129e-05
102	0.1	-0.05	0.025	-2.8931e-05
103	0.1	-0.05	0.05	-2.9066e-05
104	0.1	-0.05	0.075	-2.9036e-05
105	0.1	-0.05	0.1	-2.8838e-05
106	0.1	-0.025	0.	-2.9060e-05
107	0.1	-0.025	0.025	-2.8836e-05
108	0.1	-0.025	0.05	-2.9073e-05
109	0.1	-0.025	0.075	-2.8941e-05
110	0.1	-0.025	0.1	-2.9001e-05
111	0.1	0.	0.	-2.8850e-05
112	0.1	0.	0.025	-2.9014e-05
113	0.1	0.	0.05	-2.9108e-05
114	0.1	0.	0.075	-2.8906e-05
115	0.1	0.	0.1	-2.8930e-05
116	0.1	0.025	0.	-2.9053e-05
117	0.1	0.025	0.025	-2.9056e-05
118	0.1	0.025	0.05	-2.8718e-05
119	0.1	0.025	0.075	-2.9234e-05
120	0.1	0.025	0.1	-2.9061e-05
121	0.1	0.05	0.	-2.9081e-05
122	0.1	0.05	0.025	-2.8983e-05
123	0.1	0.05	0.05	-2.8785e-05
124	0.1	0.05	0.075	-2.9078e-05
125	0.1	0.05	0.1	-2.8934e-05
