Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent (von-Mises) Stress (Pa)
1	0.	-0.05	0.	1.9142e+08
2	0.	-0.05	0.025	1.9253e+08
3	0.	-0.05	0.05	1.9087e+08
4	0.	-0.05	0.075	1.9309e+08
5	0.	-0.05	0.1	1.9228e+08
6	0.	-0.025	0.	3.0963e+08
7	0.	-0.025	0.025	3.1316e+08
8	0.	-0.025	0.05	3.1301e+08
9	0.	-0.025	0.075	3.1031e+08
10	0.	-0.025	0.1	3.1103e+08
11	0.	0.	0.	4.3390e+08
12	0.	0.	0.025	4.3590e+08
13	0.	0.	0.05	4.3163e+08
14	0.	0.	0.075	4.3534e+08
15	0.	0.	0.1	4.3616e+08
16	0.	0.025	0.	5.5781e+08
17	0.	0.025	0.025	5.5390e+08
18	0.	0.025	0.05	5.4807e+08
19	0.	0.025	0.075	5.5599e+08
20	0.	0.025	0.1	5.5121e+08
21	0.	0.05	0.	6.7472e+08
22	0.	0.05	0.025	6.6862e+08
23	0.	0.05	0.05	6.6877e+08
24	0.	0.05	0.075	6.6823e+08
25	0.	0.05	0.1	6.6488e+08
26	0.025	-0.05	0.	1.9707e+08
27	0.025	-0.05	0.025	1.9636e+08
28	0.025	-0.05	0.05	1.9890e+08
29	0.025	-0.05	0.075	1.9631e+08
30	0.025	-0.05	0.1	1.9694e+08
31	0.025	-0.025	0.	3.1510e+08
32	0.025	-0.025	0.025	3.1967e+08
33	0.025	-0.025	0.05	3.1335e+08
34	0.025	-0.025	0.075	3.1161e+08
35	0.025	-0.025	0.1	3.1179e+08
36	0.025	0.	0.	4.2915e+08
37	0.025	0.	0.025	4.2985e+08
38	0.025	0.	0.05	4.4009e+08
39	0.025	0.	0.075	4.3547e+08
40	0.025	0.	0.1	4.3104e+08
41	0.025	0.025	0.	5.5719e+08
42	0.025	0.025	0.025	5.4636e+08
43	0.025	0.025	0.05	5.4725e+08
44	0.025	0.025	0.075	5.4699e+08
45	0.025	0.025	0.1	5.5357e+08
46	0.025	0.05	0.	6.6563e+08
47	0.025	0.05	0.025	6.7403e+08
48	0.025	0.05	0.05	6.6831e+08
49	0.025	0.05	0.075	6.7084e+08
50	0.025	0.05	0.1	6.5632e+08
51	0.05	-0.05	0.	2.0123e+08
52	0.05	-0.05	0.025	2.0128e+08
53	0.05	-0.05	0.05	2.0330e+08
54	0.05	-0.05	0.075	2.0149e+08
55	0.05	-0.05	0.1	2.0602e+08
56	0.05	-0.025	0.	3.1759e+08
57	0.05	-0.025	0.025	3.1966e+08
58	0.05	-0.025	0.05	3.1684e+08
59	0.05	-0.025	0.075	3.2019e+08
60	0.05	-0.025	0.1	3.1309e+08
61	0.05	0.	0.	4.3196e+08
62	0.05	0.	0.025	4.3386e+08
63	0.05	0.	0.05	4.3415e+08
64	0.05	0.	0.075	4.3103e+08
65	0.05	0.	0.1	4.2621e+08
66	0.05	0.025	0.	5.5047e+08
67	0.05	0.025	0.025	5.4434e+08
68	0.05	0.025	0.05	5.4472e+08
69	0.05	0.025	0.075	5.5575e+08
70	0.05	0.025	0.1	5.4648e+08
71	0.05	0.05	0.	6.5726e+08
72	0.05	0.05	0.025	6.5694e+08
73	0.05	0.05	0.05	6.6341e+08
74	0.05	0.05	0.075	6.5567e+08
75	0.05	0.05	0.1	6.6270e+08
76	0.075	-0.05	0.	2.1185e+08
77	0.075	-0.05	0.025	2.0985e+08
78	0.075	-0.05	0.05	2.1166e+08
79	0.075	-0.05	0.075	2.0988e+08
80	0.075	-0.05	0.1	2.0885e+08
81	0.075	-0.025	0.	3.1682e+08
82	0.075	-0.025	0.025	3.2180e+08
83	0.075	-0.025	0.05	3.2186e+08
84	0.075	-0.025	0.075	3.2362e+08
85	0.075	-0.025	0.1	3.2337e+08
86	0.075	0.	0.	4.3927e+08
87	0.075	0.	0.025	4.3012e+08
88	0.075	0.	0.05	4.3336e+08
89	0.075	0.	0.075	4.2975e+08
90	0.075	0.	0.1	4.3534e+08
91	0.075	0.025	0.	5.3903e+08
92	0.075	0.025	0.025	5.4703e+08
93	0.075	0.025	0.05	5.3986e+08
94	0.075	0.025	0.075	5.4639e+08
95	0.075	0.025	0.1	5.4830e+08
96	0.075	0.05	0.	6.4587e+08
97	0.075	0.05	0.025	6.4695e+08
98	0.075	0.05	0.05	6.5523e+08
99	0.075	0.05	0.075	6.5467e+08
100	0.075	0.05	0.1	6.5247e+08
