Node Number	X Location (m)	Y Location (m)	Z Location (m)	Normal Stress (Pa)
1	0.	-0.05	0.	3.7038e+08
2	0.	-0.05	0.025	3.7120e+08
3	0.	-0.05	0.05	3.7613e+08
4	0.	-0.05	0.075	3.7425e+08
5	0.	-0.05	0.1	3.7328e+08
6	0.	-0.025	0.	4.0292e+08
7	0.	-0.025	0.025	4.0160e+08
8	0.	-0.025	0.05	4.0682e+08
9	0.	-0.025	0.075	4.0393e+08
10	0.	-0.025	0.1	4.0019e+08
11	0.	0.	0.	4.2837e+08
12	0.	0.	0.025	4.3347e+08
13	0.	0.	0.05	4.3186e+08
14	0.	0.	0.075	4.2830e+08
15	0.	0.	0.1	4.3311e+08
16	0.	0.025	0.	4.6125e+08
17	0.	0.025	0.025	4.6347e+08
18	0.	0.025	0.05	4.6322e+08
19	0.	0.025	0.075	4.6031e+08
20	0.	0.025	0.1	4.6375e+08
21	0.	0.05	0.	4.9053e+08
22	0.	0.05	0.025	4.9072e+08
23	0.	0.05	0.05	4.9043e+08
24	0.	0.05	0.075	4.9534e+08
25	0.	0.05	0.1	4.9117e+08
26	0.025	-0.05	0.	3.7658e+08
27	0.025	-0.05	0.025	3.7750e+08
28	0.025	-0.05	0.05	3.7184e+08
29	0.025	-0.05	0.075	3.6695e+08
30	0.025	-0.05	0.1	3.7584e+08
31	0.025	-0.025	0.	4.0192e+08
32	0.025	-0.025	0.025	4.0066e+08
33	0.025	-0.025	0.05	4.0133e+08
34	0.025	-0.025	0.075	4.0175e+08
35	0.025	-0.025	0.1	4.0588e+08
36	0.025	0.	0.	4.3241e+08
37	0.025	0.	0.025	4.3533e+08
38	0.025	0.	0.05	4.3328e+08
39	0.025	0.	0.075	4.3120e+08
40	0.025	0.	0.1	4.3099e+08
41	0.025	0.025	0.	4.6280e+08
42	0.025	0.025	0.025	4.6352e+08
43	0.025	0.025	0.05	4.6401e+08
44	0.025	0.025	0.075	4.6053e+08
45	0.025	0.025	0.1	4.6173e+08
46	0.025	0.05	0.	4.9222e+08
47	0.025	0.05	0.025	4.8937e+08
48	0.025	0.05	0.05	4.8716e+08
49	0.025	0.05	0.075	4.8813e+08
50	0.025	0.05	0.1	4.8979e+08
51	0.05	-0.05	0.	3.7649e+08
52	0.05	-0.05	0.025	3.7783e+08
53	0.05	-0.05	0.05	3.7195e+08
54	0.05	-0.05	0.075	3.7366e+08
55	0.05	-0.05	0.1	3.7419e+08
56	0.05	-0.025	0.	4.0542e+08
57	0.05	-0.025	0.025	4.0222e+08
58	0.05	-0.025	0.05	4.0246e+08
59	0.05	-0.025	0.075	4.0008e+08
60	0.05	-0.025	0.1	4.0467e+08
61	0.05	0.	0.	4.3158e+08
62	0.05	0.	0.025	4.3030e+08
63	0.05	0.	0.05	4.3133e+08
64	0.05	0.	0.075	4.3492e+08
65	0.05	0.	0.1	4.2940e+08
66	0.05	0.025	0.	4.5817e+08
67	0.05	0.025	0.025	4.6396e+08
68	0.05	0.025	0.05	4.6071e+08
69	0.05	0.025	0.075	4.6235e+08
70	0.05	0.025	0.1	4.6161e+08
71	0.05	0.05	0.	4.8890e+08
72	0.05	0.05	0.025	4.8798e+08
73	0.05	0.05	0.05	4.9144e+08
74	0.05	0.05	0.075	4.9241e+08
75	0.05	0.05	0.1	4.9218e+08
76	0.075	-0.05	0.	3.7382e+08
77	0.075	-0.05	0.025	3.7945e+08
78	0.075	-0.05	0.05	3.7569e+08
79	0.075	-0.05	0.075	3.7479e+08
80	0.075	-0.05	0.1	3.7612e+08
81	0.075	-0.025	0.	4.0627e+08
82	0.075	-0.025	0.025	4.0556e+08
83	0.075	-0.025	0.05	4.0363e+08
84	0.075	-0.025	0.075	4.0628e+08
