Node Number	X Location (m)	Y Location (m)	Z Location (m)	Normal Stress (Pa)
1	0.	-0.05	0.	-2.4091e+08
2	0.	-0.05	0.025	-2.3960e+08
3	0.	-0.05	0.05	-2.4101e+08
4	0.	-0.05	0.075	-2.3840e+08
5	0.	-0.05	0.1	-2.3929e+08
6	0.	-0.025	0.	-1.2064e+08
7	0.	-0.025	0.025	-1.2139e+08
8	0.	-0.025	0.05	-1.1953e+08
9	0.	-0.025	0.075	-1.1928e+08
10	0.	-0.025	0.1	-1.2074e+08
11	0.	0.	0.	0.0000e+00
12	0.	0.	0.025	0.0000e+00
13	0.	0.	0.05	0.0000e+00
14	0.	0.	0.075	0.0000e+00
15	0.	0.	0.1	0.0000e+00
16	0.	0.025	0.	1.1973e+08
17	0.	0.025	0.025	1.2008e+08
18	0.	0.025	0.05	1.1966e+08
19	0.	0.025	0.075	1.1873e+08
20	0.	0.025	0.1	1.2058e+08
21	0.	0.05	0.	2.4027e+08
22	0.	0.05	0.025	2.4053e+08
23	0.	0.05	0.05	2.3980e+08
24	0.	0.05	0.075	2.4218e+08
25	0.	0.05	0.1	2.3927e+08
26	0.025	-0.05	0.	-2.3249e+08
27	0.025	-0.05	0.025	-2.3634e+08
28	0.025	-0.05	0.05	-2.3091e+08
29	0.025	-0.05	0.075	-2.3378e+08
30	0.025	-0.05	0.1	-2.3389e+08
31	0.025	-0.025	0.	-1.1692e+08
32	0.025	-0.025	0.025	-1.1591e+08
33	0.025	-0.025	0.05	-1.1617e+08
34	0.025	-0.025	0.075	-1.1767e+08
35	0.025	-0.025	0.1	-1.1797e+08
36	0.025	0.	0.	0.0000e+00
37	0.025	0.	0.025	0.0000e+00
38	0.025	0.	0.05	0.0000e+00
39	0.025	0.	0.075	0.0000e+00
40	0.025	0.	0.1	0.0000e+00
41	0.025	0.025	0.	1.1503e+08
42	0.025	0.025	0.025	1.1530e+08
43	0.025	0.025	0.05	1.1710e+08
44	0.025	0.025	0.075	1.1719e+08
45	0.025	0.025	0.1	1.1666e+08
46	0.025	0.05	0.	2.3395e+08
47	0.025	0.05	0.025	2.3365e+08
48	0.025	0.05	0.05	2.3404e+08
49	0.025	0.05	0.075	2.3274e+08
50	0.025	0.05	0.1	2.3398e+08
51	0.05	-0.05	0.	-2.2708e+08
52	0.05	-0.05	0.025	-2.2696e+08
53	0.05	-0.05	0.05	-2.2545e+08
54	0.05	-0.05	0.075	-2.2776e+08
55	0.05	-0.05	0.1	-2.2910e+08
56	0.05	-0.025	0.	-1.1378e+08
57	0.05	-0.025	0.025	-1.1376e+08
58	0.05	-0.025	0.05	-1.1486e+08
59	0.05	-0.025	0.075	-1.1470e+08
60	0.05	-0.025	0.1	-1.1519e+08
61	0.05	0.	0.	0.0000e+00
62	0.05	0.	0.025	0.0000e+00
63	0.05	0.	0.05	0.0000e+00
64	0.05	0.	0.075	0.0000e+00
65	0.05	0.	0.1	0.0000e+00
66	0.05	0.025	0.	1.1499e+08
67	0.05	0.025	0.025	1.1328e+08
68	0.05	0.025	0.05	1.1417e+08
69	0.05	0.025	0.075	1.1346e+08
70	0.05	0.025	0.1	1.1390e+08
71	0.05	0.05	0.	2.2778e+08
72	0.05	0.05	0.025	2.2852e+08
73	0.05	0.05	0.05	2.3078e+08
74	0.05	0.05	0.075	2.2865e+08
75	0.05	0.05	0.1	2.2741e+08
76	0.075	-0.05	0.	-2.2121e+08
77	0.075	-0.05	0.025	-2.2175e+08
78	0.075	-0.05	0.05	-2.2084e+08
79	0.075	-0.05	0.075	-2.2219e+08
80	0.075	-0.05	0.1	-2.1879e+08
81	0.075	-0.025	0.	-1.1086e+08
82	0.075	-0.025	0.025	-1.1091e+08
83	0.075	-0.025	0.05	-1.1023e+08
84	0.075	-0.025	0.075	-1.1075e+08
85	0.075	-0.025	0.1	-1.1175e+08
86	0.075	0.	0.	0.0000e+00
87	0.075	0.	0.025	0.0000e+00
88	0.075	0.	0.05	0.0000e+00
89	0.075	0.	0.075	0.0000e+00
90	0.075	0.	0.1	0.0000e+00
91	0.075	0.025	0.	1.1115e+08
92	0.075	0.025	0.025	1.1202e+08
93	0.075	0.025	0.05	1.1179e+08
94	0.075	0.025	0.075	1.1114e+08
95	0.075	0.025	0.1	1.1039e+08
96	0.075	0.05	0.	2.2381e+08
97	0.075	0.05	0.025	2.2155e+08
98	0.075	0.05	0.05	2.2260e+08
