Node Number	X Location (m)	Y Location (m)	Z Location (m)	Normal Stress (Pa)
1	0.	-0.05	0.	-1.1865e+08
2	0.	-0.05	0.025	-1.2048e+08
3	0.	-0.05	0.05	-1.1953e+08
4	0.	-0.05	0.075	-1.1976e+08
5	0.	-0.05	0.1	-1.1924e+08
6	0.	-0.025	0.	-6.0026e+07
7	0.	-0.025	0.025	-6.0383e+07
8	0.	-0.025	0.05	-6.0336e+07
9	0.	-0.025	0.075	-6.0571e+07
10	0.	-0.025	0.1	-6.0622e+07
11	0.	0.	0.	0.0000e+00
12	0.	0.	0.025	0.0000e+00
13	0.	0.	0.05	0.0000e+00
14	0.	0.	0.075	0.0000e+00
15	0.	0.	0.1	0.0000e+00
16	0.	0.025	0.	5.9824e+07
17	0.	0.025	0.025	5.9922e+07
18	0.	0.025	0.05	6.0138e+07
19	0.	0.025	0.075	5.9465e+07
20	0.	0.025	0.1	5.9547e+07
21	0.	0.05	0.	1.2000e+08
22	0.	0.05	0.025	1.2086e+08
23	0.	0.05	0.05	1.1998e+08
24	0.	0.05	0.075	1.1943e+08
25	0.	0.05	0.1	1.1845e+08
26	0.025	-0.05	0.	-1.1767e+08
27	0.025	-0.05	0.025	-1.1648e+08
28	0.025	-0.05	0.05	-1.1619e+08
29	0.025	-0.05	0.075	-1.1580e+08
30	0.025	-0.05	0.1	-1.1599e+08
31	0.025	-0.025	0.	-5.8163e+07
32	0.025	-0.025	0.025	-5.8416e+07
33	0.025	-0.025	0.05	-5.8076e+07
34	0.025	-0.025	0.075	-5.8565e+07
35	0.025	-0.025	0.1	-5.8413e+07
36	0.025	0.	0.	0.0000e+00
37	0.025	0.	0.025	0.0000e+00
38	0.025	0.	0.05	0.0000e+00
39	0.025	0.	0.075	0.0000e+00
40	0.025	0.	0.1	0.0000e+00
41	0.025	0.025	0.	5.8533e+07
42	0.025	0.025	0.025	5.8770e+07
43	0.025	0.025	0.05	5.8534e+07
44	0.025	0.025	0.075	5.8986e+07
45	0.025	0.025	0.1	5.7736e+07
46	0.025	0.05	0.	1.1641e+08
47	0.025	0.05	0.025	1.1804e+08
48	0.025	0.05	0.05	1.1764e+08
49	0.025	0.05	0.075	1.1738e+08
50	0.025	0.05	0.1	1.1787e+08
51	0.05	-0.05	0.	-1.1269e+08
52	0.05	-0.05	0.025	-1.1454e+08
53	0.05	-0.05	0.05	-1.1473e+08
54	0.05	-0.05	0.075	-1.1355e+08
55	0.05	-0.05	0.1	-1.1580e+08
56	0.05	-0.025	0.	-5.7067e+07
57	0.05	-0.025	0.025	-5.6250e+07
58	0.05	-0.025	0.05	-5.7130e+07
59	0.05	-0.025	0.075	-5.6754e+07
60	0.05	-0.025	0.1	-5.7398e+07
61	0.05	0.	0.	0.0000e+00
62	0.05	0.	0.025	0.0000e+00
63	0.05	0.	0.05	0.0000e+00
64	0.05	0.	0.075	0.0000e+00
65	0.05	0.	0.1	0.0000e+00
66	0.05	0.025	0.	5.6948e+07
67	0.05	0.025	0.025	5.7177e+07
68	0.05	0.025	0.05	5.6875e+07
69	0.05	0.025	0.075	5.6886e+07
70	0.05	0.025	0.1	5.7013e+07
71	0.05	0.05	0.	1.1327e+08
72	0.05	0.05	0.025	1.1247e+08
73	0.05	0.05	0.05	1.1416e+08
74	0.05	0.05	0.075	1.1264e+08
75	0.05	0.05	0.1	1.1332e+08
76	0.075	-0.05	0.	-1.0982e+08
77	0.075	-0.05	0.025	-1.0990e+08
78	0.075	-0.05	0.05	-1.1128e+08
79	0.075	-0.05	0.075	-1.1085e+08
80	0.075	-0.05	0.1	-1.1083e+08
81	0.075	-0.025	0.	-5.5062e+07
82	0.075	-0.025	0.025	-5.5282e+07
83	0.075	-0.025	0.05	-5.5625e+07
84	0.075	-0.025	0.075	-5.5483e+07
85	0.075	-0.025	0.1	-5.5774e+07
86	0.075	0.	0.	0.0000e+00
87	0.075	0.	0.025	0.0000e+00
88	0.075	0.	0.05	0.0000e+00
89	0.075	0.	0.075	0.0000e+00
90	0.075	0.	0.1	0.0000e+00
91	0.075	0.025	0.	5.5241e+07
92	0.075	0.025	0.025	5.5149e+07
93	0.075	0.025	0.05	5.5523e+07
94	0.075	0.025	0.075	5.6309e+07
95	0.075	0.025	0.1	5.5337e+07
96	0.075	0.05	0.	1.1100e+08
97	0.075	0.05	0.025	1.1013e+08
98	0.075	0.05	0.05	1.1183e+08
99	0.075	0.05	0.075	1.1158e+08
100	0.075	0.05	0.1	1.1154e+08
101	0.1	-0.05	0.	-1.0888e+08
102	0.1	-0.05	0.025	-1.0772e+08
103	0.1	-0.05	0.05	-1.0780e+08
104	0.1	-0.05	0.075	-1.0911e+08
